rule	category	count	pct	examples
ama y → e y	consonant / other	1	0.1	sarvāṇyaṅgāni me yānti śrotratāṃ kimu netratām me+yānti
iḥ h → Ø h	visarga	1	0.1	tvamapi vaśago mānavyādhervicintaya nātha he kisalayamṛdur jīved evaṃ kathaṃ pramadājanaḥ nātha+he
as n → o n	consonant / other	1	0.1	purābhūdasmākaṃ niyatamavibhinnā tanuriyaṃ tato nu tvaṃ preyānvayamapi hatāśāḥ priyatamāḥ tato+nu
ḥ n → smākaṃ n	visarga	1	0.1	purābhūdasmākaṃ niyatamavibhinnā tanuriyaṃ tato nu tvaṃ preyānvayamapi hatāśāḥ priyatamāḥ naḥ→purābhūdasmākaṃ +niyatam
ḥ v → n v	visarga	1	0.1	purābhūdasmākaṃ niyatamavibhinnā tanuriyaṃ tato nu tvaṃ preyānvayamapi hatāśāḥ priyatamāḥ preyāḥ+vayam→preyānvayamapi
m ph → ṃ ph	anusvāra / nasal	1	0.1	idānīṃ nāthastvaṃ vayamapi kalatraṃ kimaparaṃ mayāptaṃ prāṇānāṃ kuliśakaṭhinānāṃ phalamidam kaṭhinānām→kuliśakaṭhinānāṃ +phalam
m ṛ → ṃ ṛ	anusvāra / nasal	1	0.1	mugdhe mugdhatayaiva netumakhilaḥ kālaḥ kimārabhyate mānaṃ dhatsva dhṛtiṃ badhāna ṛjutāṃ dūre kuru preyasi dhṛtiṃ+ṛju
s ś → ḥ ś	consonant / other	1	0.1	sakhyaivaṃ pratibodhitā prativacastāmāha bhītānanā nīcaiḥ śaṃsa hṛdi sthito nanu sa me prāṇeśvaraḥ śroṣyati nīcaiḥ+śaṃsa
ama p → e p	consonant / other	1	0.1	sakhyaivaṃ pratibodhitā prativacastāmāha bhītānanā nīcaiḥ śaṃsa hṛdi sthito nanu sa me prāṇeśvaraḥ śroṣyati me+prāṇeśvaraḥ
ama d → e d	consonant / other	1	0.1	tṛṣṇā tataḥ prabhṛti me dviguṇatvameti lāvaṇyamasti bahu tatra kimapi citram me+dviguṇa
k → tāsi k	consonant / other	1	0.1	kva prasthitāsi karabhoru ghane niśīthe prāṇādhiko vasati yatra janaḥ priyo me asi→prasthitāsi +karabha
a ū → o	vowel coalescence	1	0.1	kva prasthitāsi karabhoru ghane niśīthe prāṇādhiko vasati yatra janaḥ priyo me karabha+ūro→karabhoru
gh → ru gh	consonant / other	1	0.1	kva prasthitāsi karabhoru ghane niśīthe prāṇādhiko vasati yatra janaḥ priyo me ūro→karabhoru +ghane
e p → i p	consonant / other	1	0.1	gāḍhāśleṣaviśīrṇacandanarajaḥpuñjaprakarṣādiyaṃ śayyā samprati komalāṅgi paruṣetyāropya māṃ vakṣasi aṅge→komalāṅgi +paruṣā
s n → r n	consonant / other	1	0.1	śūnyaṃ vāsagṛhaṃ vilokya śayanādutthāya kiṃcicchanair nidrāvyājamupāgatasya suciraṃ nirvarṇya patyurmukham śanais→kiṃcicchanair +nidrā
ā p → ī p	consonant / other	1	0.1	viśrabdhaṃ paricumbya jātapulakāmālokya gaṇḍasthalīṃ lajjānamramukhī priyeṇa hasatā bālā ciraṃ cumbitā mukhā→lajjānamramukhī +priyeṇa
t bh → d bh	consonant / other	1	0.1	loladbhrūlatayā vipakṣadigupanyāse'vadhūtaṃ śiras tadvṛttāntanirīkṣaṇe kṛtanamaskāro vilakṣaḥ sthitaḥ lolat+bhrū→loladbhrūlatayā
ama t → e t	consonant / other	1	0.1	dṛṣṭenaiva mano hṛtaṃ dhṛtimuṣā prāṇeśvareṇādya me tatkenātra nirūpyamāṇanipuṇo mānaḥ samādhīyatām me+tat
_ p → dhṛtimuṣā p	consonant / other	1	0.1	dṛṣṭenaiva mano hṛtaṃ dhṛtimuṣā prāṇeśvareṇādya me tatkenātra nirūpyamāṇanipuṇo mānaḥ samādhīyatām _→dhṛtimuṣā +prāṇeśvareṇa
m bh → Ø bh	anusvāra / nasal	1	0.1	āvegādavadhīritaḥ priyatamastūṣṇīṃ sthitastatkṣaṇāt mā bhūḥ supta ivaiṣa mandavalitagrīvaṃ punarvīkṣitaḥ mā+bhūḥ
iḥ gh → Ø gh	visarga	1	0.1	ghana ghaṭayituṃ niḥsnehaṃ tvāṃ ya eva nivartane prabhavati gavāṃ kiṃ naśchinnaṃ sa eva dhanañjayaḥ ghana+ghaṭayituṃ
ā y → ṃ y	anusvāra / nasal	1	0.1	ghana ghaṭayituṃ niḥsnehaṃ tvāṃ ya eva nivartane prabhavati gavāṃ kiṃ naśchinnaṃ sa eva dhanañjayaḥ tvāṃ+ya
ā s → ī s	consonant / other	1	0.1	pratyāvṛttamukhī sabāṣpanayanā māṃ muñca muñceti sā kopātprasphuritādharā yadavadattatkena vismaryate mukhā→pratyāvṛttamukhī +sa
iḥ k → ī k	visarga	1	0.1	kapole patrālī karatalanirodhena mṛditā nipīto niḥśvāsairayamamṛtahṛdyo'dhararasaḥ āliḥ→patrālī +kara
e n → astava n	consonant / other	1	0.1	muhuḥ kaṇṭhe lagnas taralayati bāṣpaḥ stanataṭaṃ priyo manyurjātastava niranurodhe na tu vayam te→manyurjātastava +niranurodhe
aḥ gh → o gh	visarga	1	0.1	lākṣālakṣmalalāṭapaṭṭamabhitaḥ keyūramudrā gale vaktre kajjalakālimā nayanayos tāmbūlarāgo ghanaḥ rāgaḥ→tāmbūlarāgo +ghanaḥ
aḥ l → o l	visarga	1	0.1	dṛṣṭā kopavidhāyi maṇḍanamidaṃ prātaściraṃ preyaso līlātāmarasodare mṛgadṛśaḥ śvāsāḥ samāptiṃ gatāḥ preyaso+līlā
yāḥ n → er n	visarga	1	0.1	rathyālivīkṣaṇaniveśitaloladṛṣṭer nūnaṃ chanacchaniti bāṣpakaṇāḥ patanti dṛṣṭyāḥ→rathyālivīkṣaṇaniveśitaloladṛṣṭer +nūnaṃ
ḥ y → r y	visarga	1	0.1	deśairantaritā śataiśca saritāmurvībhṛtāṃ kānanair yatnenāpi na yāti locanapathaṃ kānteti jānannapi kānanair+yatnena
n c → ṃś c	anusvāra / nasal	1	0.1	udgrīvaś caraṇārdharuddhavasudhaḥ kṛtvāśrupūrṇāṃ dṛśaṃ tāmāśāṃ pathikastathāpi kimapi dhyāyaṃściraṃ vīkṣate dhyāyan+ciram→dhyāyaṃściraṃ
t y → d y	consonant / other	1	0.1	sāṭopaṃ ratikelikālasarasaṃ ramyaṃ kimapyādarād yatpītaṃ sutanormayā vadanakaṃ vaktuṃ na tatpāryate ādarāt→kimapyādarād +yat
au e → āv e	vowel coalescence	1	0.1	saivāhaṃ pramadā nṛṇāmadhigatāvetau ca tau nūpurāv eṣāsmākamavṛttireva sahajavrīḍādhanaḥ strījanaḥ nūpurāv+eṣā
e p → ava p	consonant / other	1	0.1	santyevātra gṛhe gṛhe yuvatayastāḥ pṛccha gatvādhunā preyāṃsaḥ praṇamanti kiṃ tava punardāso yathā vartate tava+punar
ḥ bh → Ø bh	visarga	1	0.1	ātmadrohiṇi durjanaiḥ pralapitaṃ karṇe'niśaṃ mā kṛthāś chinnasneharasā bhavanti puruṣā duḥkhānuvartyāḥ punaḥ rasāḥ→chinnasneharasā +bhavanti
ḥ t → ṃs t	visarga	1	0.1	aṅgaṃ śoṣamupaiti pādapatitaḥ preyāṃstathopekṣitaḥ sakhyaḥ kaṃ guṇam ākalayya dayite mānaṃ vayaṃ kāritāḥ preyāḥ+tathā→preyāṃstathopekṣitaḥ
ama c → e c	consonant / other	1	0.1	purā yenāvaṃ me ciramanusṛtā cittapadavī sa evānyo jātaḥ sakhi paricitāḥ kasya puruṣāḥ me+ciram
ī ā → y ā	vowel coalescence	1	0.1	caraṇapatanaṃ sakhyālāpā manoharacāṭavaḥ kṛśataratanorgāḍhāśleṣo haṭhātparicumbanam sakhī+ālāpāḥ→sakhyālāpā
ḥ c → Ø c	visarga	1	0.1	tataḥ karṇopānte kimapi vadatāghrāya vadanaṃ gṛhītā dharmille sakhi sa ca mayā gāḍhamadhare sa+ca
iḥ s → ī s	visarga	1	0.1	kānte talpamupāgate vigalitā nīvī svayaṃ bandhanād vāso viślathamekhalāguṇadhṛtaṃ kiṃcinnitambe sthitam nīvī+svayaṃ
ḥ h → Ø h	visarga	1	0.1	samākṛṣṭā hyete virahadahanodbhāsuraśikhāḥ svahastenāṅgārās tad alamadhunāraṇyaruditaiḥ samākṛṣṭā+hi
