pack	locus	dcs	syllables	metre	metre_type	method	confidence	text
gita-10	Bhagavadgītā 10.19		7			unresolved		śrī-bhagavān uvāca
gita-10	Bhagavadgītā 10.20		16	anuṣṭubh	jati	syllable-heuristic	medium	aham ātmā guḍākeśa sarva-bhūtāśaya-sthitaḥ
gita-10	Bhagavadgītā 10.21		16	anuṣṭubh	jati	syllable-heuristic	medium	ādityānām ahaṃ viṣṇur jyotiṣāṃ ravir aṃśumān
gita-10	Bhagavadgītā 10.22		16	anuṣṭubh	jati	syllable-heuristic	medium	vedānāṃ sāma-vedo ‘smi devānām asmi vāsavaḥ
gita-10	Bhagavadgītā 10.23		16	anuṣṭubh	jati	syllable-heuristic	medium	rudrāṇāṃ śaṃkaraś cāsmi vitteśo yakṣa-rakṣasām
gita-10	Bhagavadgītā 10.24		16	anuṣṭubh	jati	syllable-heuristic	medium	purodhasāṃ ca mukhyaṃ māṃ viddhi pārtha bṛhaspatim
gita-10	Bhagavadgītā 10.25		16	anuṣṭubh	jati	syllable-heuristic	medium	maha-rṣīṇāṃ bhṛgur ahaṃ girām asmy ekam akṣaram
gita-10	Bhagavadgītā 10.26		16	anuṣṭubh	jati	syllable-heuristic	medium	aśvatthaḥ sarva-vṛkṣāṇāṃ deva-rṣīṇāṃ ca nāradaḥ
gita-10	Bhagavadgītā 10.27		16	anuṣṭubh	jati	syllable-heuristic	medium	uccaiḥśravasam aśvānāṃ viddhi mām amṛtodbhavam
gita-10	Bhagavadgītā 10.28		16	anuṣṭubh	jati	syllable-heuristic	medium	āyudhānām ahaṃ vajraṃ dhenūnām asmi kāma-dhuk
gita-10	Bhagavadgītā 10.29		16	anuṣṭubh	jati	syllable-heuristic	medium	anantaś cāsmi nāgānāṃ varuṇo yādasām aham
gita-10	Bhagavadgītā 10.30		16	anuṣṭubh	jati	syllable-heuristic	medium	prahlādaś cāsmi daityānāṃ kālaḥ kalayatām aham
gita-10	Bhagavadgītā 10.31		16	anuṣṭubh	jati	syllable-heuristic	medium	pavanaḥ pavatām asmi rāmaḥ śastra-bhṛtām aham
gita-10	Bhagavadgītā 10.32		16	anuṣṭubh	jati	syllable-heuristic	medium	sargāṇām ādir antaś ca madhyaṃ caivāham arjuna
gita-10	Bhagavadgītā 10.33		16	anuṣṭubh	jati	syllable-heuristic	medium	akṣarāṇām akāro ‘smi dvaṃdvaḥ sāmāsikasya ca
gita-10	Bhagavadgītā 10.34		16	anuṣṭubh	jati	syllable-heuristic	medium	mṛtyuḥ sarva-haraś cāham udbhavaś ca bhaviṣyatām
gita-10	Bhagavadgītā 10.35		16	anuṣṭubh	jati	syllable-heuristic	medium	bṛhat-sāma tathā sāmnāṃ gāyatrī chandasām aham
gita-10	Bhagavadgītā 10.36		16	anuṣṭubh	jati	syllable-heuristic	medium	dyūtaṃ chalayatām asmi tejas tejasvinām aham
gita-10	Bhagavadgītā 10.37		16	anuṣṭubh	jati	syllable-heuristic	medium	vṛṣṇīnāṃ vāsudevo ‘smi pāṇḍavānāṃ dhanaṃjayaḥ
gita-10	Bhagavadgītā 10.38		16	anuṣṭubh	jati	syllable-heuristic	medium	daṇḍo damayatām asmi nītir asmi jigīṣatām
gita-10	Bhagavadgītā 10.39		16	anuṣṭubh	jati	syllable-heuristic	medium	yac cāpi sarva-bhūtānāṃ bījaṃ tad aham arjuna
gita-10	Bhagavadgītā 10.40		16	anuṣṭubh	jati	syllable-heuristic	medium	nānto ‘sti mama divyānāṃ vibhūtīnāṃ paraṃtapa
gita-10	Bhagavadgītā 10.41		16	anuṣṭubh	jati	syllable-heuristic	medium	yad yad vibhūtimat sattvaṃ śrīmad ūrjitam eva vā
gita-10	Bhagavadgītā 10.42		16	anuṣṭubh	jati	syllable-heuristic	medium	atha vā bahunaitena kiṃ jñātena tavārjuna
gita-11	Bhagavadgītā 11.1		6			unresolved		arjuna uvāca
gita-11	Bhagavadgītā 11.2		16	anuṣṭubh	jati	syllable-heuristic	medium	bhavāpyayau hi bhūtānāṃ śrutau vistaraśo mayā
gita-11	Bhagavadgītā 11.3		16	anuṣṭubh	jati	syllable-heuristic	medium	evam etad yathāttha tvam ātmānaṃ parameśvara
gita-11	Bhagavadgītā 11.4		16	anuṣṭubh	jati	syllable-heuristic	medium	manyase yadi tac chakyaṃ mayā draṣṭum iti prabho
gita-11	Bhagavadgītā 11.5		7			unresolved		śrī-bhagavān uvāca
gita-11	Bhagavadgītā 11.6		16	anuṣṭubh	jati	syllable-heuristic	medium	paśyādityān vasūn rudrān aśvinau marutas tathā
gita-11	Bhagavadgītā 11.7		16	anuṣṭubh	jati	syllable-heuristic	medium	ihaika-sthaṃ jagat kṛtsnaṃ paśyādya sa-carācaram
gita-11	Bhagavadgītā 11.8		16	anuṣṭubh	jati	syllable-heuristic	medium	na tu māṃ śakyase draṣṭum anenaiva sva-cakṣuṣā
gita-11	Bhagavadgītā 11.9		6			unresolved		saṃjaya uvāca
gita-11	Bhagavadgītā 11.10		16	anuṣṭubh	jati	syllable-heuristic	medium	aneka-vaktra-nayanam anekādbhuta-darśanam
gita-11	Bhagavadgītā 11.11		16	anuṣṭubh	jati	syllable-heuristic	medium	divya-mālyāmbara-dharaṃ divya-gandhānulepanam
gita-11	Bhagavadgītā 11.12		16	anuṣṭubh	jati	syllable-heuristic	medium	divi sūrya-sahasrasya bhaved yuga-pad utthitā
gita-11	Bhagavadgītā 11.13		16	anuṣṭubh	jati	syllable-heuristic	medium	tatraika-sthaṃ jagat kṛtsnaṃ pravibhaktam aneka-dhā
gita-11	Bhagavadgītā 11.14		16	anuṣṭubh	jati	syllable-heuristic	medium	tataḥ sa vismayāviṣṭo hṛṣṭa-romā dhanaṃjayaḥ
gita-11	Bhagavadgītā 11.15		6			unresolved		arjuna uvāca
gita-11	Bhagavadgītā 11.16		11	upendravajrA	vrtta	vidyut-chandas	high	aneka-bāhūdara-vaktra-netraṃ
gita-11	Bhagavadgītā 11.17		11			unresolved		kirīṭinaṃ gadinaṃ cakriṇaṃ ca
gita-11	Bhagavadgītā 11.18		11			unresolved		tvam akṣaraṃ paramaṃ veditavyaṃ
gita-11	Bhagavadgītā 11.19		11	vaMSasTa	vrtta	vidyut-chandas	high	anādi-madhyāntam ananta-vīryam
gita-11	Bhagavadgītā 11.20		11	indravaMSA	vrtta	vidyut-chandas	high	dyāvā-pṛthivyor idam antaraṃ hi
gita-11	Bhagavadgītā 11.21		11			unresolved		amī hi tvā sura-saṃghā viśanti
gita-11	Bhagavadgītā 11.22		11	vAtormI	vrtta	vidyut-chandas	high	rudrādityā vasavo ye ca sādhyā
gita-11	Bhagavadgītā 11.23		11	indravajrA	vrtta	vidyut-chandas	high	rūpaṃ mahat te bahu-vaktra-netraṃ
gita-11	Bhagavadgītā 11.24		11	upendravajrA	vrtta	vidyut-chandas	high	nabhaḥ-spṛśaṃ dīptam aneka-varṇaṃ
gita-11	Bhagavadgītā 11.25		11	indravaMSA	vrtta	vidyut-chandas	high	daṃṣṭrā-karālāni ca te mukhāni
gita-11	Bhagavadgītā 11.26		11			unresolved		amī ca tvāṃ dhṛtarāṣṭrasya putrāḥ
gita-11	Bhagavadgītā 11.27		11			unresolved		vaktrāṇi te tvaramāṇā viśanti
gita-11	Bhagavadgītā 11.28		11	upendravajrA	vrtta	vidyut-chandas	high	yathā nadīnāṃ bahavo ‘mbu-vegāḥ
gita-11	Bhagavadgītā 11.29		11	upendravajrA	vrtta	vidyut-chandas	high	yathā pradīptaṃ jvalanaṃ pataṃgā
gita-11	Bhagavadgītā 11.30		11			unresolved		lelihyase grasamānaḥ samantāl
gita-11	Bhagavadgītā 11.31		11			unresolved		ākhyāhi me ko bhavān ugra-rūpo
gita-11	Bhagavadgītā 11.32		7			unresolved		śrī-bhagavān uvāca
gita-11	Bhagavadgītā 11.33		11	indravaMSA	vrtta	vidyut-chandas	high	tasmāt tvam uttiṣṭha yaśo labhasva
gita-11	Bhagavadgītā 11.34		11	indravaMSA	vrtta	vidyut-chandas	high	droṇaṃ ca bhīṣmaṃ ca jayadrathaṃ ca
gita-11	Bhagavadgītā 11.35		6			unresolved		saṃjaya uvāca
gita-11	Bhagavadgītā 11.36		6			unresolved		arjuna uvāca
gita-11	Bhagavadgītā 11.37		11			unresolved		kasmāc ca te na nameran mahātman
gita-11	Bhagavadgītā 11.38		11	vaMSasTa	vrtta	vidyut-chandas	high	tvam ādi-devaḥ puruṣaḥ purāṇas
gita-11	Bhagavadgītā 11.39		11	indravajrA	vrtta	vidyut-chandas	high	vāyur yamo ‘gnir varuṇaḥ śaśāṅkaḥ
gita-11	Bhagavadgītā 11.40		11	upendravajrA	vrtta	vidyut-chandas	high	namaḥ purastād atha pṛṣṭhatas te
gita-11	Bhagavadgītā 11.41		11	upendravajrA	vrtta	vidyut-chandas	high	sakheti matvā prasabhaṃ yad uktaṃ
gita-11	Bhagavadgītā 11.42		11	indravaMSA	vrtta	vidyut-chandas	high	yac cāvahāsārtham asat-kṛto ‘si
gita-11	Bhagavadgītā 11.43		11	vaMSasTa	vrtta	vidyut-chandas	high	pitāsi lokasya carācarasya
gita-11	Bhagavadgītā 11.44		11	indravajrA	vrtta	vidyut-chandas	high	tasmāt praṇamya praṇidhāya kāyaṃ
gita-11	Bhagavadgītā 11.45		11	upendravajrA	vrtta	vidyut-chandas	high	adṛṣṭa-pūrvaṃ hṛṣito ‘smi dṛṣṭvā
gita-11	Bhagavadgītā 11.46		11			unresolved		kirīṭinaṃ gadinaṃ cakra-hastam
gita-11	Bhagavadgītā 11.47		7			unresolved		śrī-bhagavān uvāca
gita-11	Bhagavadgītā 11.48		11	upendravajrA	vrtta	vidyut-chandas	high	na veda-yajñādhyayanair na dānair
gita-11	Bhagavadgītā 11.49		11	indravajrA	vrtta	vidyut-chandas	high	mā te vyathā mā ca vimūḍha-bhāvo
gita-11	Bhagavadgītā 11.50		6			unresolved		saṃjaya uvāca
gita-11	Bhagavadgītā 11.51		6			unresolved		arjuna uvāca
gita-11	Bhagavadgītā 11.52		7			unresolved		śrī-bhagavān uvāca
gita-11	Bhagavadgītā 11.53		16	anuṣṭubh	jati	syllable-heuristic	medium	nāhaṃ vedair na tapasā na dānena na cejyayā
gita-11	Bhagavadgītā 11.54		16	anuṣṭubh	jati	syllable-heuristic	medium	bhaktyā tv ananyayā śakya aham evaṃ-vidho ‘rjuna
gita-11	Bhagavadgītā 11.55		16	anuṣṭubh	jati	syllable-heuristic	medium	mat-karma-kṛn mat-paramo mad-bhaktaḥ saṅga-varjitaḥ
gita-12	Bhagavadgītā 12.1		6			unresolved		arjuna uvāca
gita-12	Bhagavadgītā 12.2		7			unresolved		śrī-bhagavān uvāca
gita-12	Bhagavadgītā 12.3		16	anuṣṭubh	jati	syllable-heuristic	medium	ye tv akṣaram anirdeśyam avyaktaṃ paryupāsate
gita-12	Bhagavadgītā 12.4		16	anuṣṭubh	jati	syllable-heuristic	medium	saṃniyamyendriya-grāmaṃ sarvatra sama-buddhayaḥ
gita-12	Bhagavadgītā 12.5		16	anuṣṭubh	jati	syllable-heuristic	medium	kleśo ‘dhikataras teṣām avyaktāsakta-cetasām
gita-12	Bhagavadgītā 12.6		16	anuṣṭubh	jati	syllable-heuristic	medium	ye tu sarvāṇi karmāṇi mayi saṃnyasya mat-parāḥ
gita-12	Bhagavadgītā 12.7		16	anuṣṭubh	jati	syllable-heuristic	medium	teṣām ahaṃ samuddhartā mṛtyu-saṃsāra-sāgarāt
gita-12	Bhagavadgītā 12.8		16	anuṣṭubh	jati	syllable-heuristic	medium	mayy eva mana ādhatsva mayi buddhiṃ niveśaya
gita-12	Bhagavadgītā 12.9		16	anuṣṭubh	jati	syllable-heuristic	medium	atha cittaṃ samādhātuṃ na śaknoṣi mayi sthiram
gita-12	Bhagavadgītā 12.10		16	anuṣṭubh	jati	syllable-heuristic	medium	abhyāse ‘py asamartho ‘si mat-karma-paramo bhava
gita-12	Bhagavadgītā 12.11		16	anuṣṭubh	jati	syllable-heuristic	medium	athaitad apy aśakto ‘si kartuṃ mad-yogam āśritaḥ
gita-12	Bhagavadgītā 12.12		16	anuṣṭubh	jati	syllable-heuristic	medium	śreyo hi jñānam abhyāsāj jñānād dhyānaṃ viśiṣyate
gita-12	Bhagavadgītā 12.13		16	anuṣṭubh	jati	syllable-heuristic	medium	adveṣṭā sarva-bhūtānāṃ maitraḥ karuṇa eva ca
gita-12	Bhagavadgītā 12.14		16	anuṣṭubh	jati	syllable-heuristic	medium	saṃtuṣṭaḥ satataṃ yogī yatātmā dṛḍha-niścayaḥ
gita-12	Bhagavadgītā 12.15		16	anuṣṭubh	jati	syllable-heuristic	medium	yasmān nodvijate loko lokān nodvijate ca yaḥ
gita-12	Bhagavadgītā 12.16		16	anuṣṭubh	jati	syllable-heuristic	medium	anapekṣaḥ śucir dakṣa udāsīno gata-vyathaḥ
gita-12	Bhagavadgītā 12.17		16	anuṣṭubh	jati	syllable-heuristic	medium	yo na hṛṣyati na dveṣṭi na śocati na kāṅkṣati
gita-12	Bhagavadgītā 12.18		16	anuṣṭubh	jati	syllable-heuristic	medium	samaḥ śatrau ca mitre ca tathā mānāvamānayoḥ
gita-12	Bhagavadgītā 12.19		16	anuṣṭubh	jati	syllable-heuristic	medium	tulya-nindā-stutir maunī saṃtuṣṭo yena kena-cit
gita-12	Bhagavadgītā 12.20		16	anuṣṭubh	jati	syllable-heuristic	medium	ye tu dharmyāmṛtam idaṃ yathoktaṃ paryupāsate
gita-13	Bhagavadgītā 13.0		6			unresolved		arjuna uvāca
gita-13	Bhagavadgītā 13.1		7			unresolved		śrī-bhagavān uvāca
gita-13	Bhagavadgītā 13.2		16	anuṣṭubh	jati	syllable-heuristic	medium	kṣetra-jñaṃ cāpi māṃ viddhi sarva-kṣetreṣu bhārata
gita-13	Bhagavadgītā 13.3		16	anuṣṭubh	jati	syllable-heuristic	medium	tat kṣetraṃ yac ca yādṛk ca yad-vikāri yataś ca yat
gita-13	Bhagavadgītā 13.4		16	anuṣṭubh	jati	syllable-heuristic	medium	ṛṣibhir bahudhā gītaṃ chandobhir vividhaiḥ pṛthak
gita-13	Bhagavadgītā 13.5		16	anuṣṭubh	jati	syllable-heuristic	medium	mahā-bhūtāny ahaṃ-kāro buddhir avyaktam eva ca
gita-13	Bhagavadgītā 13.6		16	anuṣṭubh	jati	syllable-heuristic	medium	icchā dveṣaḥ sukhaṃ duḥkhaṃ saṃghātaś cetanā dhṛtiḥ
gita-13	Bhagavadgītā 13.7		16	anuṣṭubh	jati	syllable-heuristic	medium	amānitvam adambhitvam ahiṃsā kṣāntir ārjavam
gita-13	Bhagavadgītā 13.8		16	anuṣṭubh	jati	syllable-heuristic	medium	indriyārtheṣu vairāgyam anahaṃ-kāra eva ca
gita-13	Bhagavadgītā 13.9		16	anuṣṭubh	jati	syllable-heuristic	medium	asaktir anabhiṣvaṅgaḥ putra-dāra-gṛhādiṣu
gita-13	Bhagavadgītā 13.10		16	anuṣṭubh	jati	syllable-heuristic	medium	mayi cānanya-yogena bhaktir avyabhicāriṇī
gita-13	Bhagavadgītā 13.11		16	anuṣṭubh	jati	syllable-heuristic	medium	adhy-ātma-jñāna-nityatvaṃ tattva-jñānārtha-darśanam
gita-13	Bhagavadgītā 13.12		16	anuṣṭubh	jati	syllable-heuristic	medium	jñeyaṃ yat tat pravakṣyāmi yaj jñātvāmṛtam aśnute
gita-13	Bhagavadgītā 13.13		16	anuṣṭubh	jati	syllable-heuristic	medium	sarvataḥ pāṇi-pādaṃ tat sarvato ‘kṣi-śiro-mukham
gita-13	Bhagavadgītā 13.14		16	anuṣṭubh	jati	syllable-heuristic	medium	sarvendriya-guṇābhāsaṃ sarvendriya-vivarjitam
gita-13	Bhagavadgītā 13.15		16	anuṣṭubh	jati	syllable-heuristic	medium	bahir antaś ca bhūtānām acaraṃ caram eva ca
gita-13	Bhagavadgītā 13.16		16	anuṣṭubh	jati	syllable-heuristic	medium	avibhaktaṃ ca bhūteṣu vibhaktam iva ca sthitam
gita-13	Bhagavadgītā 13.17		16	anuṣṭubh	jati	syllable-heuristic	medium	jyotiṣām api taj jyotis tamasaḥ param ucyate
gita-13	Bhagavadgītā 13.18		16	anuṣṭubh	jati	syllable-heuristic	medium	iti kṣetraṃ tathā jñānaṃ jñeyaṃ coktaṃ samāsataḥ
gita-13	Bhagavadgītā 13.19		16	anuṣṭubh	jati	syllable-heuristic	medium	prakṛtiṃ puruṣaṃ caiva viddhy anādī ubhāv api
gita-13	Bhagavadgītā 13.20		16	anuṣṭubh	jati	syllable-heuristic	medium	kārya-kāraṇa-kartṛtve hetuḥ prakṛtir ucyate
gita-13	Bhagavadgītā 13.21		16	anuṣṭubh	jati	syllable-heuristic	medium	puruṣaḥ prakṛti-stho hi bhuṅkte prakṛti-jān guṇān
gita-13	Bhagavadgītā 13.22		16	anuṣṭubh	jati	syllable-heuristic	medium	upadraṣṭānumantā ca bhartā bhoktā maheśvaraḥ
gita-13	Bhagavadgītā 13.23		16	anuṣṭubh	jati	syllable-heuristic	medium	ya evaṃ vetti puruṣaṃ prakṛtiṃ ca guṇaiḥ saha
gita-13	Bhagavadgītā 13.24		16	anuṣṭubh	jati	syllable-heuristic	medium	dhyānenātmani paśyanti ke-cid ātmānam ātmanā
gita-13	Bhagavadgītā 13.25		16	anuṣṭubh	jati	syllable-heuristic	medium	anye tv evam ajānantaḥ śrutvānyebhya upāsate
gita-13	Bhagavadgītā 13.26		16	anuṣṭubh	jati	syllable-heuristic	medium	yāvat saṃjāyate kiṃ-cit sattvaṃ sthāvara-jaṅgamam
gita-13	Bhagavadgītā 13.27		16	anuṣṭubh	jati	syllable-heuristic	medium	samaṃ sarveṣu bhūteṣu tiṣṭhantaṃ parameśvaram
gita-13	Bhagavadgītā 13.28		16	anuṣṭubh	jati	syllable-heuristic	medium	samaṃ paśyan hi sarvatra samavasthitam īśvaram
gita-13	Bhagavadgītā 13.29		16	anuṣṭubh	jati	syllable-heuristic	medium	prakṛtyaiva ca karmāṇi kriyamāṇāni sarvaśaḥ
gita-13	Bhagavadgītā 13.30		16	anuṣṭubh	jati	syllable-heuristic	medium	yadā bhūta-pṛthag-bhāvam eka-stham anupaśyati
gita-13	Bhagavadgītā 13.31		16	anuṣṭubh	jati	syllable-heuristic	medium	anāditvān nirguṇatvāt paramātmāyam avyayaḥ
gita-13	Bhagavadgītā 13.32		16	anuṣṭubh	jati	syllable-heuristic	medium	yathā sarva-gataṃ saukṣmyād ākāśaṃ nopalipyate
gita-13	Bhagavadgītā 13.33		16	anuṣṭubh	jati	syllable-heuristic	medium	yathā prakāśayaty ekaḥ kṛtsnaṃ lokam imaṃ raviḥ
gita-13	Bhagavadgītā 13.34		16	anuṣṭubh	jati	syllable-heuristic	medium	kṣetra-kṣetra-jñayor evam antaraṃ jñāna-cakṣuṣā
gita-14	Bhagavadgītā 14.1		7			unresolved		śrī-bhagavān uvāca
gita-14	Bhagavadgītā 14.2		16	anuṣṭubh	jati	syllable-heuristic	medium	idaṃ jñānam upāśritya mama sādharmyam āgatāḥ
gita-14	Bhagavadgītā 14.3		16	anuṣṭubh	jati	syllable-heuristic	medium	mama yonir mahad brahma tasmin garbhaṃ dadhāmy aham
gita-14	Bhagavadgītā 14.4		16	anuṣṭubh	jati	syllable-heuristic	medium	sarva-yoniṣu kaunteya mūrtayaḥ saṃbhavanti yāḥ
gita-14	Bhagavadgītā 14.5		16	anuṣṭubh	jati	syllable-heuristic	medium	sattvaṃ rajas tama iti guṇāḥ prakṛti-saṃbhavāḥ
gita-14	Bhagavadgītā 14.6		16	anuṣṭubh	jati	syllable-heuristic	medium	tatra sattvaṃ nirmalatvāt prakāśakam anāmayam
gita-14	Bhagavadgītā 14.7		16	anuṣṭubh	jati	syllable-heuristic	medium	rajo rāgātmakaṃ viddhi tṛṣṇā-saṅga-samudbhavam
gita-14	Bhagavadgītā 14.8		16	anuṣṭubh	jati	syllable-heuristic	medium	tamas tv ajñāna-jaṃ viddhi mohanaṃ sarva-dehinām
gita-14	Bhagavadgītā 14.9		16	anuṣṭubh	jati	syllable-heuristic	medium	sattvaṃ sukhe sañjayati rajaḥ karmaṇi bhārata
gita-14	Bhagavadgītā 14.10		16	anuṣṭubh	jati	syllable-heuristic	medium	rajas tamaś cābhibhūya sattvaṃ bhavati bhārata
gita-14	Bhagavadgītā 14.11		16	anuṣṭubh	jati	syllable-heuristic	medium	sarva-dvāreṣu dehe ‘smin prakāśa upajāyate
gita-14	Bhagavadgītā 14.12		16	anuṣṭubh	jati	syllable-heuristic	medium	lobhaḥ pravṛttir ārambhaḥ karmaṇām aśamaḥ spṛhā
gita-14	Bhagavadgītā 14.13		16	anuṣṭubh	jati	syllable-heuristic	medium	aprakāśo ‘pravṛttiś ca pramādo moha eva ca
gita-14	Bhagavadgītā 14.14		16	anuṣṭubh	jati	syllable-heuristic	medium	yadā sattve pravṛddhe tu pralayaṃ yāti deha-bhṛt
gita-14	Bhagavadgītā 14.15		16	anuṣṭubh	jati	syllable-heuristic	medium	rajasi pralayaṃ gatvā karma-saṅgiṣu jāyate
gita-14	Bhagavadgītā 14.16		16	anuṣṭubh	jati	syllable-heuristic	medium	karmaṇaḥ sukṛtasyāhuḥ sāttvikaṃ nirmalaṃ phalam
gita-14	Bhagavadgītā 14.17		16	anuṣṭubh	jati	syllable-heuristic	medium	sattvāt saṃjāyate jñānaṃ rajaso lobha eva ca
gita-14	Bhagavadgītā 14.18		16	anuṣṭubh	jati	syllable-heuristic	medium	ūrdhvaṃ gacchanti sattva-sthā madhye tiṣṭhanti rājasāḥ
gita-14	Bhagavadgītā 14.19		16	anuṣṭubh	jati	syllable-heuristic	medium	nānyaṃ guṇebhyaḥ kartāraṃ yadā draṣṭānupaśyati
gita-14	Bhagavadgītā 14.20		16	anuṣṭubh	jati	syllable-heuristic	medium	guṇān etān atītya trīn dehī deha-samudbhavān
gita-14	Bhagavadgītā 14.21		6			unresolved		arjuna uvāca
gita-14	Bhagavadgītā 14.22		7			unresolved		śrī-bhagavān uvāca
gita-14	Bhagavadgītā 14.23		16	anuṣṭubh	jati	syllable-heuristic	medium	udāsīnavad āsīno guṇair yo na vicālyate
gita-14	Bhagavadgītā 14.24		16	anuṣṭubh	jati	syllable-heuristic	medium	sama-duḥkha-sukhaḥ svasthaḥ sama-loṣṭāśma-kāñcanaḥ
gita-14	Bhagavadgītā 14.25		16	anuṣṭubh	jati	syllable-heuristic	medium	mānāvamānayos tulyas tulyo mitrāri-pakṣayoḥ
gita-14	Bhagavadgītā 14.26		16	anuṣṭubh	jati	syllable-heuristic	medium	māṃ ca yo ‘vyabhicāreṇa bhakti-yogena sevate
gita-14	Bhagavadgītā 14.27		16	anuṣṭubh	jati	syllable-heuristic	medium	brahmaṇo hi pratiṣṭhāham amṛtasyāvyayasya ca
gita-15	Bhagavadgītā 15.1		7			unresolved		śrī-bhagavān uvāca
gita-15	Bhagavadgītā 15.2		11			unresolved		adhaś cordhvaṃ prasṛtās tasya śākhā
gita-15	Bhagavadgītā 15.3		12	vaMSasTa	vrtta	vidyut-chandas	high	na rūpam asyeha tathopalabhyate
gita-15	Bhagavadgītā 15.4		11	upendravajrA	vrtta	vidyut-chandas	high	tataḥ padaṃ tat parimārgitavyaṃ
gita-15	Bhagavadgītā 15.5		11	indravajrA	vrtta	vidyut-chandas	high	nirmāna-mohā jita-saṅga-doṣā
gita-15	Bhagavadgītā 15.6		16	anuṣṭubh	jati	syllable-heuristic	medium	na tad bhāsayate sūryo na śaśāṅko na pāvakaḥ
gita-15	Bhagavadgītā 15.7		16	anuṣṭubh	jati	syllable-heuristic	medium	mamaivāṃśo jīva-loke jīva-bhūtaḥ sanātanaḥ
gita-15	Bhagavadgītā 15.8		16	anuṣṭubh	jati	syllable-heuristic	medium	śarīraṃ yad avāpnoti yac cāpy utkrāmatīśvaraḥ
gita-15	Bhagavadgītā 15.9		16	anuṣṭubh	jati	syllable-heuristic	medium	śrotraṃ cakṣuḥ sparśanaṃ ca rasanaṃ ghrāṇam eva ca
gita-15	Bhagavadgītā 15.10		16	anuṣṭubh	jati	syllable-heuristic	medium	utkrāmantaṃ sthitaṃ vāpi bhuñjānaṃ vā guṇānvitam
gita-15	Bhagavadgītā 15.11		16	anuṣṭubh	jati	syllable-heuristic	medium	yatanto yoginaś cainaṃ paśyanty ātmany avasthitam
gita-15	Bhagavadgītā 15.12		16	anuṣṭubh	jati	syllable-heuristic	medium	yad āditya-gataṃ tejo jagad bhāsayate ‘khilam
gita-15	Bhagavadgītā 15.13		16	anuṣṭubh	jati	syllable-heuristic	medium	gām āviśya ca bhūtāni dhārayāmy aham ojasā
gita-15	Bhagavadgītā 15.14		16	anuṣṭubh	jati	syllable-heuristic	medium	ahaṃ vaiśvānaro bhūtvā prāṇināṃ deham āśritaḥ
gita-15	Bhagavadgītā 15.15		11	indravajrA	vrtta	vidyut-chandas	high	sarvasya cāhaṃ hṛdi saṃniviṣṭo
gita-15	Bhagavadgītā 15.16		16	anuṣṭubh	jati	syllable-heuristic	medium	dvāv imau puruṣau loke kṣaraś cākṣara eva ca
gita-15	Bhagavadgītā 15.17		16	anuṣṭubh	jati	syllable-heuristic	medium	uttamaḥ puruṣas tv anyaḥ paramātmety udāhṛtaḥ
gita-15	Bhagavadgītā 15.18		16	anuṣṭubh	jati	syllable-heuristic	medium	yasmāt kṣaram atīto ‘ham akṣarād api cottamaḥ
gita-15	Bhagavadgītā 15.19		16	anuṣṭubh	jati	syllable-heuristic	medium	yo mām evam asaṃmūḍho jānāti puruṣottamam
gita-15	Bhagavadgītā 15.20		16	anuṣṭubh	jati	syllable-heuristic	medium	iti guhyatamaṃ śāstram idam uktaṃ mayānagha
gita-16	Bhagavadgītā 16.1		7			unresolved		śrī-bhagavān uvāca
gita-16	Bhagavadgītā 16.2		16	anuṣṭubh	jati	syllable-heuristic	medium	ahiṃsā satyam akrodhas tyāgaḥ śāntir apaiśunam
gita-16	Bhagavadgītā 16.3		16	anuṣṭubh	jati	syllable-heuristic	medium	tejaḥ kṣamā dhṛtiḥ śaucam adroho nāti-mānitā
gita-16	Bhagavadgītā 16.4		16	anuṣṭubh	jati	syllable-heuristic	medium	dambho darpo ‘ti-mānaś ca krodhaḥ pāruṣyam eva ca
gita-16	Bhagavadgītā 16.5		16	anuṣṭubh	jati	syllable-heuristic	medium	daivī saṃpad vimokṣāya nibandhāyāsurī matā
gita-16	Bhagavadgītā 16.6		16	anuṣṭubh	jati	syllable-heuristic	medium	dvau bhūta-sargau loke ‘smin daiva āsura eva ca
gita-16	Bhagavadgītā 16.7		16	anuṣṭubh	jati	syllable-heuristic	medium	pravṛttiṃ ca nivṛttiṃ ca janā na vidur āsurāḥ
gita-16	Bhagavadgītā 16.8		16	anuṣṭubh	jati	syllable-heuristic	medium	asatyam apratiṣṭhaṃ te jagad āhur anīśvaram
gita-16	Bhagavadgītā 16.9		16	anuṣṭubh	jati	syllable-heuristic	medium	etāṃ dṛṣṭim avaṣṭabhya naṣṭātmāno ‘lpa-buddhayaḥ
gita-16	Bhagavadgītā 16.10		16	anuṣṭubh	jati	syllable-heuristic	medium	kāmam āśritya duṣpūraṃ dambha-māna-madānvitāḥ
gita-16	Bhagavadgītā 16.11		16	anuṣṭubh	jati	syllable-heuristic	medium	cintām aparimeyāṃ ca pralayāntām upāśritāḥ
gita-16	Bhagavadgītā 16.12		16	anuṣṭubh	jati	syllable-heuristic	medium	āśā-pāśa-śatair baddhāḥ kāma-krodha-parāyaṇāḥ
gita-16	Bhagavadgītā 16.13		16	anuṣṭubh	jati	syllable-heuristic	medium	idam adya mayā labdham idaṃ prāpsye mano-ratham
