slp1	hom	sense_id	lemma	locus	cite	conf	method	rights	source	gloss	reason
picCa		?	piccha	lemma:206275		0.0	unassigned	public	DCS	[bot.] name of a plant	no locus/overlap candidate — residue for LLM/human pass
piNga		?	piṅga	lemma:94667		0.0	unassigned	public	DCS	yellow; reddish-brown; tawny; brown	no locus/overlap candidate — residue for LLM/human pass
piNga		?	piṅga	lemma:94668		0.0	unassigned	public	DCS	yellow (the colour); a buffalo; name of one of the sun's attendants; name of a m	no locus/overlap candidate — residue for LLM/human pass
piNga		?	piṅga	lemma:94671		0.0	unassigned	public	DCS	orpiment; a young animal; [min.] = haritāla	no locus/overlap candidate — residue for LLM/human pass
amara		?	amara	lemma:31661		0.0	unassigned	public	DCS	undying; immortal; imperishable	no locus/overlap candidate — residue for LLM/human pass
pAli		?	pāli	lemma:94445		0.0	unassigned	public	DCS	the tip or lobe of the ear; the outer ear; a boundary; limit; margin; edge; a ro	no locus/overlap candidate — residue for LLM/human pass
sTApana		?	sthāpana	lemma:102924		0.0	unassigned	public	DCS	causing to stand; maintaining; preserving; fixing; determining	no locus/overlap candidate — residue for LLM/human pass
sTApana		?	sthāpana	lemma:102927		0.0	unassigned	public	DCS	causing to stand; establishing; founding; instituting; raising; erecting (an ima	no locus/overlap candidate — residue for LLM/human pass
amoGa		?	amogha	lemma:32012		0.0	unassigned	public	DCS	unerring; unfailing; not vain; efficacious; succeeding; hitting the mark; produc	no locus/overlap candidate — residue for LLM/human pass
boDana		?	bodhana	lemma:149032		0.0	unassigned	public	DCS	causing to awake or expand (a flower); arousing; exciting; enlightening; teachin	no locus/overlap candidate — residue for LLM/human pass
DA	1	5	dhā	Aṣṭādhyāyī, Aṣṭādhyāyī, 1, 1, 20	dcs:551576	0.5	overlap	public	DCS	[gramm.] the root dhā	confidence<tau
DA	1	5	dhā	Aṣṭādhyāyī, Aṣṭādhyāyī, 3, 2, 181	dcs:552506	0.5	overlap	public	DCS	[gramm.] the root dhā	confidence<tau
DA	1	5	dhā	Aṣṭādhyāyī, Aṣṭādhyāyī, 5, 3, 44	dcs:553761	0.5	overlap	public	DCS	[gramm.] the root dhā	confidence<tau
DA	1	5	dhā	Haṃsadūta, Haṃsadūta, 1, 73	dcs:365775	0.5	overlap	public	DCS	[gramm.] root dhā; [gramm.] a taddhita affix; [gramm.] the syllable dhā	confidence<tau
DA	1	5	dhā	Aṣṭādhyāyī, Aṣṭādhyāyī, 3, 4, 62	dcs:552751	0.5	overlap	public	DCS	[gramm.] root dhā; [gramm.] a taddhita affix; [gramm.] the syllable dhā	confidence<tau
DA	1	5	dhā	Aṣṭādhyāyī, Aṣṭādhyāyī, 5, 3, 42	dcs:553759	0.5	overlap	public	DCS	[gramm.] root dhā; [gramm.] a taddhita affix; [gramm.] the syllable dhā	confidence<tau
DA	1	5	dhā	Vārāhagṛhyasūtra, VārGS, 5, 36	dcs:102388	0.5	overlap	public	DCS	procuring; gew￤hrend	confidence<tau
DA	1	5	dhā	Vaikhānasagṛhyasūtra, VaikhGS, 1, 14, 4	dcs:367016	0.5	overlap	public	DCS	procuring; gew￤hrend	confidence<tau
DA	1	5	dhā	Jaiminigṛhyasūtra, JaimGS, 1, 2, 8	dcs:389328	0.5	overlap	public	DCS	procuring; gew￤hrend	confidence<tau
DA	1	?	dhā	lemma:157864		0.0	unassigned	public	DCS	to suck; to drink; to suck or drink in; to take to one's self; to absorb; to app	no locus/overlap candidate — residue for LLM/human pass
nI	1	?	nī	lemma:157259		0.0	unassigned	public	DCS	to lead; to guide; to conduct; to direct; to govern; to lead etc. towards or to;	no locus/overlap candidate — residue for LLM/human pass
nI	1	?	nī	lemma:161554		0.0	unassigned	public	DCS	to go into; to enter; to come or fall into; to incur (acc.); to under go the nat	no locus/overlap candidate — residue for LLM/human pass
nI	1	?	nī	lemma:213451		0.0	unassigned	public	DCS	[gramm.] the root nī	no locus/overlap candidate — residue for LLM/human pass
nI	1	?	ṅī	lemma:213580		0.0	unassigned	public	DCS	[gramm.] das Femininsuffix ī nach Abwerfung der stummen Laute	no locus/overlap candidate — residue for LLM/human pass
nI	1	?	nī	lemma:223708		0.0	unassigned	public	DCS	leading	no locus/overlap candidate — residue for LLM/human pass
ruh	1	?	ruh	lemma:157299		0.0	unassigned	public	DCS	to ascend; to mount; to climb; to reach to; to attain (a desire); to rise; to sp	no locus/overlap candidate — residue for LLM/human pass
ruh	1	?	ruh	lemma:214941		0.0	unassigned	public	DCS	[gramm.] root ruh	no locus/overlap candidate — residue for LLM/human pass
ruh	1	?	ruh	lemma:219015		0.0	unassigned	public	DCS	Spross; Zweig; ascent	no locus/overlap candidate — residue for LLM/human pass
priya		?	priya	lemma:153185		0.0	unassigned	public	DCS	beloved; dear to; liked; favourite; wanted; own	no locus/overlap candidate — residue for LLM/human pass
priya		?	priya	lemma:153187		0.0	unassigned	public	DCS	love; kindness; favour; pleasure	no locus/overlap candidate — residue for LLM/human pass
priya		?	priya	lemma:166055		0.0	unassigned	public	DCS	[bot.] a kind of plant; husband; a friend	no locus/overlap candidate — residue for LLM/human pass
soma		1a	soma	Vaikhānasadharmasūtra, VaikhDhS, 1, 5, 3	dcs:100021	0.5	overlap	public	DCS	juice; extract; (esp.) the juice of the Soma plant; the Soma plant itself; the m	confidence<tau
soma		1a	soma	Vaikhānasadharmasūtra, VaikhDhS, 1, 5, 4	dcs:100022	0.5	overlap	public	DCS	juice; extract; (esp.) the juice of the Soma plant; the Soma plant itself; the m	confidence<tau
soma		1a	soma	Vaikhānasadharmasūtra, VaikhDhS, 2, 1, 2	dcs:100094	0.5	overlap	public	DCS	juice; extract; (esp.) the juice of the Soma plant; the Soma plant itself; the m	confidence<tau
soma		1a	soma	Kūrmapurāṇa, KūPur, 2, 37, 146	dcs:461289	0.5	overlap	public	DCS	relating to Soma	confidence<tau
soma		?	soma	lemma:100109		0.0	unassigned	public	DCS	rice-water; rice-gruel; heaven; sky; ether	no locus/overlap candidate — residue for LLM/human pass
hi	1	?	hi	lemma:109879		0.0	unassigned	public	DCS	for; because; on account of	no locus/overlap candidate — residue for LLM/human pass
hi	1	?	hi	lemma:158495		0.0	unassigned	public	DCS	to send forth; to impel; to urge on; to hasten on; to stimulate or incite to (da	no locus/overlap candidate — residue for LLM/human pass
hi	1	?	hi	lemma:213784		0.0	unassigned	public	DCS	[gramm.] Personalendung hi; [gramm.] particle hi; [gramm.] root hi-; [gramm.] ro	no locus/overlap candidate — residue for LLM/human pass
dakza		?	dakṣa	lemma:100573		0.0	unassigned	public	DCS	able; fit; adroit; expert; clever; dexterous; industrious; intelligent; strong; 	no locus/overlap candidate — residue for LLM/human pass
rudra		2a	rudra	Rasādhyāya, RAdhy, 1, 28	dcs:100462	0.5	overlap	public	DCS	name of the god of tempests and father and ruler of the Rudras and Maruts; the e	confidence<tau
rudra		2a	rudra	Śāktavijñāna, ŚāktaVij, 1, 14	dcs:102094	0.5	overlap	public	DCS	name of the god of tempests and father and ruler of the Rudras and Maruts; the e	confidence<tau
rudra		2a	rudra	Vārāhagṛhyasūtra, VārGS, 11, 16	dcs:102589	0.5	overlap	public	DCS	name of the god of tempests and father and ruler of the Rudras and Maruts; the e	confidence<tau
rudra		?	rudra	lemma:71570		0.0	unassigned	public	DCS	(prob.) crying; howling; roaring; dreadful; terrific; terrible; horrible	no locus/overlap candidate — residue for LLM/human pass
sADya	1	?	sādhya	lemma:112248		0.0	unassigned	public	DCS	to be subdued or mastered or won or managed; conquerable; amenable; to be summon	no locus/overlap candidate — residue for LLM/human pass
kalpa		?	kalpa	lemma:12696		0.0	unassigned	public	DCS	practicable; feasible; possible; proper; fit; able; competent; equal to	no locus/overlap candidate — residue for LLM/human pass
lakzaRa		?	lakṣaṇa	lemma:80281		0.0	unassigned	public	DCS	indicating; expressing indirectly	no locus/overlap candidate — residue for LLM/human pass
brAhmaRa		?	brāhmaṇa	lemma:149742		0.0	unassigned	public	DCS	relating to or given by a Brāhman; befitting or becoming a Brāhman; Brāhmanical	no locus/overlap candidate — residue for LLM/human pass
mArga	2	1	mārga	Vaikhānasadharmasūtra, VaikhDhS, 1, 9, 2	dcs:100045	0.5	overlap	public	DCS	seeking; search; tracing out; hunting; the track of a wild animal; any track; ro	confidence<tau
mArga	2	1	mārga	Vaikhānasadharmasūtra, VaikhDhS, 1, 10, 2	dcs:100059	0.5	overlap	public	DCS	seeking; search; tracing out; hunting; the track of a wild animal; any track; ro	confidence<tau
mArga	2	1	mārga	Vaikhānasadharmasūtra, VaikhDhS, 1, 10, 8	dcs:100065	0.5	overlap	public	DCS	seeking; search; tracing out; hunting; the track of a wild animal; any track; ro	confidence<tau
mArga	2	?	mārga	lemma:79294		0.0	unassigned	public	DCS	belonging to or coming from game or deer	no locus/overlap candidate — residue for LLM/human pass
krama		?	krama	lemma:134091		0.0	unassigned	public	DCS	a step; going; proceeding; course; the way; a position taken (by an animal etc.)	no locus/overlap candidate — residue for LLM/human pass
sumanas		?	sumanas	lemma:108342		0.0	unassigned	public	DCS	good-minded; well-disposed; benevolent; gracious; favourable; pleasant; agreeabl	no locus/overlap candidate — residue for LLM/human pass
sumanas		?	sumanas	lemma:108345		0.0	unassigned	public	DCS	a flower	no locus/overlap candidate — residue for LLM/human pass
mah	3	?	mah	lemma:218692		0.0	unassigned	public	DCS	great; erwachsen	no locus/overlap candidate — residue for LLM/human pass
mah	3	?	mah	lemma:218812		0.0	unassigned	public	DCS	to be great; gew￤hren; verschenken	no locus/overlap candidate — residue for LLM/human pass
pratizWA		?	pratiṣṭhā	lemma:162663		0.0	unassigned	public	DCS	to stand; to stay; to abide; to dwell; to stand still; to set (as the sun); to c	no locus/overlap candidate — residue for LLM/human pass
suparRa		?	suparṇa	lemma:107886		0.0	unassigned	public	DCS	a particular section of 103 Vedic verses	no locus/overlap candidate — residue for LLM/human pass
brAhma		?	brāhma	lemma:149737		0.0	unassigned	public	DCS	relating to Brahma or Brahmā; holy; sacred; divine; relating to sacred knowledge	no locus/overlap candidate — residue for LLM/human pass
brAhma		?	brāhma	lemma:176661		0.0	unassigned	public	DCS	the Brahmapurāṇa; copper	no locus/overlap candidate — residue for LLM/human pass
sarga		?	sarga	lemma:104272		0.0	unassigned	public	DCS	letting go; discharging; voiding (as excrement); starting (a race-horse); racing	no locus/overlap candidate — residue for LLM/human pass
kaTam		?	katham	lemma:1340		0.0	unassigned	public	DCS	how?	no locus/overlap candidate — residue for LLM/human pass
kaTam		?	katham	lemma:215613		0.0	unassigned	public	DCS	[gramm.] the word 'katham'	no locus/overlap candidate — residue for LLM/human pass
viBUti		?	vibhūti	lemma:123087		0.0	unassigned	public	DCS	penetrating; pervading; abundant; plentiful; mighty; powerful; presiding over (g	no locus/overlap candidate — residue for LLM/human pass
sudarSana		3e	sudarśana	Divyāvadāna, Divyāv, 17, 340	dcs:657295	0.5	overlap	public	DCS	a particular powder composed of various substances; name of Indra's city; name o	confidence<tau
sudarSana		3e	sudarśana	Divyāvadāna, Divyāv, 17, 389	dcs:657344	0.5	overlap	public	DCS	a particular powder composed of various substances; name of Indra's city; name o	confidence<tau
sudarSana		3e	sudarśana	Divyāvadāna, Divyāv, 17, 393	dcs:657348	0.5	overlap	public	DCS	a particular powder composed of various substances; name of Indra's city; name o	confidence<tau
sudarSana		?	sudarśana	lemma:107394		0.0	unassigned	public	DCS	easily seen by (instr.); good-looking; beautiful; handsome; lovely	no locus/overlap candidate — residue for LLM/human pass
brahman	2	2	brahman	Vaikhānasadharmasūtra, VaikhDhS, 1, 11, 14	dcs:100080	0.5	overlap	public	DCS	pious effusion or utterance; outpouring of the heart in worshipping the gods; pr	confidence<tau
brahman	2	2	brahman	Vaikhānasadharmasūtra, VaikhDhS, 1, 11, 16	dcs:100082	0.5	overlap	public	DCS	pious effusion or utterance; outpouring of the heart in worshipping the gods; pr	confidence<tau
brahman	2	2	brahman	Vaikhānasadharmasūtra, VaikhDhS, 1, 11, 25	dcs:100092	0.5	overlap	public	DCS	pious effusion or utterance; outpouring of the heart in worshipping the gods; pr	confidence<tau
brahman	2	2	brahman	Vaikhānasadharmasūtra, VaikhDhS, 2, 1, 9	dcs:100101	0.5	overlap	public	DCS	one who Prays; a devot or religious man; a Brāhman who is a knower of Vedic text	confidence<tau
brahman	2	2	brahman	Vaikhānasadharmasūtra, VaikhDhS, 3, 8, 4	dcs:100320	0.5	overlap	public	DCS	one who Prays; a devot or religious man; a Brāhman who is a knower of Vedic text	confidence<tau
brahman	2	2	brahman	Vaikhānasadharmasūtra, VaikhDhS, 3, 11, 6	dcs:100342	0.5	overlap	public	DCS	one who Prays; a devot or religious man; a Brāhman who is a knower of Vedic text	confidence<tau
puras		?	puras	lemma:143794		0.0	unassigned	public	DCS	in front; in advance; forward; (as prep.) before (of place and time); in compari	no locus/overlap candidate — residue for LLM/human pass
puras		?	puras	lemma:213875		0.0	unassigned	public	DCS	[gramm.] the word puras	no locus/overlap candidate — residue for LLM/human pass
alam		?	alam	lemma:53665		0.0	unassigned	public	DCS	enough; sufficient; adequate; equal to; competent; able	no locus/overlap candidate — residue for LLM/human pass
durga		?	durga	lemma:85809		0.0	unassigned	public	DCS	difficult of access or approach; impassable; unattainable	no locus/overlap candidate — residue for LLM/human pass
durga		?	durga	lemma:85811		0.0	unassigned	public	DCS	a difficult or narrow passage; a place difficult of access; citadel; rough groun	no locus/overlap candidate — residue for LLM/human pass
nalina		?	nalina	lemma:218426		0.0	unassigned	public	DCS	name of a son of Taṃsu	no locus/overlap candidate — residue for LLM/human pass
tilaka		?	tilaka	lemma:82476		0.0	unassigned	public	DCS	a mark on the forehead; the ornament of anything (in comp.)	no locus/overlap candidate — residue for LLM/human pass
tAraka		?	tāraka	lemma:97353		0.0	unassigned	public	DCS	causing to pass over; rescuing; liberating; belonging to the stars	no locus/overlap candidate — residue for LLM/human pass
tAraka		?	tāraka	lemma:97356		0.0	unassigned	public	DCS	a star; the pupil of the eye; the eye; a metre of 4x13 syllables; = tāra = silve	no locus/overlap candidate — residue for LLM/human pass
tala		2	tala	Rasādhyāya, RAdhy, 1, 58	dcs:100522	0.5	overlap	public	DCS	surface; level; flat roof (of a house); the part underneath; lower part; base; b	confidence<tau
tala		2	tala	Rasādhyāya, RAdhy, 1, 112	dcs:100632	0.5	overlap	public	DCS	surface; level; flat roof (of a house); the part underneath; lower part; base; b	confidence<tau
tala		2	tala	Rasādhyāyaṭīkā, RAdhyṬ zu RAdhy, 202.2, 1	dcs:101673	0.5	overlap	public	DCS	surface; level; flat roof (of a house); the part underneath; lower part; base; b	confidence<tau
pAta	2	4	pāta	Rasādhyāya, RAdhy, 1, 112	dcs:100631	0.5	overlap	public	DCS	flying; mode of flying; flight; throwing one's self or falling into or from (abl	confidence<tau
pAta	2	4	pāta	Śāktavijñāna, ŚāktaVij, 1, 24	dcs:102113	0.5	overlap	public	DCS	flying; mode of flying; flight; throwing one's self or falling into or from (abl	confidence<tau
pAta	2	4	pāta	Gobhilagṛhyasūtra, GobhGS, 3, 3, None	dcs:103639_1	0.5	overlap	public	DCS	flying; mode of flying; flight; throwing one's self or falling into or from (abl	confidence<tau
madana		?	madana	lemma:27398		0.0	unassigned	public	DCS	the act of intoxicating or exhilarating; name of a mythical weapon; bees-wax	no locus/overlap candidate — residue for LLM/human pass
lakzya		1e	lakṣya	Rasārṇava, RArṇ, 18, 136	dcs:111923	0.5	overlap	public	DCS	to be marked or characterized or defined; to be indicated; indirectly denoted or	confidence<tau
lakzya		1e	lakṣya	Rāmāyaṇa, Rām, Ār, 19, 19	dcs:123617	0.5	overlap	public	DCS	to be marked or characterized or defined; to be indicated; indirectly denoted or	confidence<tau
lakzya		1e	lakṣya	Mahābhārata, MBh, 1, 1, 103	dcs:157442	0.5	overlap	public	DCS	to be marked or characterized or defined; to be indicated; indirectly denoted or	confidence<tau
lakzya		?	lakṣya	lemma:80425		0.0	unassigned	public	DCS	an object aimed at; prize; an aim; butt; mark; goal; the thing defined (opp. to 	no locus/overlap candidate — residue for LLM/human pass
saha	2	?	saha	lemma:105689		0.0	unassigned	public	DCS	powerful; mighty; overcoming; vanquishing; bearing; enduring; withstanding; defy	no locus/overlap candidate — residue for LLM/human pass
saha	2	?	saha	lemma:105774		0.0	unassigned	public	DCS	together with; along with; with	no locus/overlap candidate — residue for LLM/human pass
krUra		?	krūra	lemma:134662		0.0	unassigned	public	DCS	wounded; sore; cruel; ferocious; harsh; inauspicious; hard; solid; strong; hot; 	no locus/overlap candidate — residue for LLM/human pass
pUraRa		?	pūraṇa	lemma:145573		0.0	unassigned	public	DCS	filling; completing; satisfying causing; effecting; drawing (a bow)	no locus/overlap candidate — residue for LLM/human pass
pUraRa		?	pūraṇa	lemma:145574		0.0	unassigned	public	DCS	name of the masculine ordinal numbers from dvitīya upwards; a dam; bridge; the s	no locus/overlap candidate — residue for LLM/human pass
paruza		?	paruṣa	lemma:19903		0.0	unassigned	public	DCS	knotty (as reed); spotted; variegated; dirty-coloured; hard; stiff; rugged; roug	no locus/overlap candidate — residue for LLM/human pass
paruza		?	paruṣa	lemma:19904		0.0	unassigned	public	DCS	a reed; an arrow; Grewia Asiatica or Xylocarpus Granatum; name of a demon; a kin	no locus/overlap candidate — residue for LLM/human pass
varDamAna		?	vardhamāna	lemma:74696		0.0	unassigned	public	DCS	a kind of mystical figure or diagram; a dish or platter of a particular shape (s	no locus/overlap candidate — residue for LLM/human pass
KaRqa		?	khaṇḍa	lemma:128745		0.0	unassigned	public	DCS	broken; having chasms or gaps or breaks; deficient; defective; crippled; not ful	no locus/overlap candidate — residue for LLM/human pass
KaRqa		?	khaṇḍa	lemma:128746		0.0	unassigned	public	DCS	a piece; part; fragment; treacle; candied sugar; a section of a work; a continen	no locus/overlap candidate — residue for LLM/human pass
KaRqa		?	khaṇḍa	lemma:128747		0.0	unassigned	public	DCS	a calf with horns half grown; (in music) a kind of measure; name of a people; a 	no locus/overlap candidate — residue for LLM/human pass
KaRqa		?	khaṇḍa	lemma:128748		0.0	unassigned	public	DCS	a variety of sugar-cane; [min.] black salt; = viḍalavaṇa; [alchemy] a kind of ma	no locus/overlap candidate — residue for LLM/human pass
pippala		?	pippala	lemma:95146		0.0	unassigned	public	DCS	a berry (esp. of the Peepal tree); sensual enjoyment; water; the sleeve of a coa	no locus/overlap candidate — residue for LLM/human pass
tarala		?	tarala	lemma:96685		0.0	unassigned	public	DCS	moving to and fro; trembling; tremulous; glittering; unsteady; vain; libidinous;	no locus/overlap candidate — residue for LLM/human pass
tarala		?	tarala	lemma:96686		0.0	unassigned	public	DCS	a wave; the central gem of a necklace; a necklace; a ruby; iron; the thorn-apple	no locus/overlap candidate — residue for LLM/human pass
SiKarin		?	śikharin	lemma:132570		0.0	unassigned	public	DCS	pointed; peaked; crested; tufted; resembling the buds of the Arabian jasmine	no locus/overlap candidate — residue for LLM/human pass
rEvata		1b	raivata	Mahābhārata, MBh, 1, 212, 6	dcs:181576	0.5	overlap	public	DCS	cloud; a kind of Soma; a species of tuberous vegetable; name of Śiva; name of a 	confidence<tau
rEvata		1b	raivata	Mahābhārata, MBh, 2, 5, 3	dcs:183446	0.5	overlap	public	DCS	cloud; a kind of Soma; a species of tuberous vegetable; name of Śiva; name of a 	confidence<tau
rEvata		1b	raivata	Mahābhārata, MBh, 2, 13, 49	dcs:184547	0.5	overlap	public	DCS	cloud; a kind of Soma; a species of tuberous vegetable; name of Śiva; name of a 	confidence<tau
rEvata		?	raivata	lemma:79799		0.0	unassigned	public	DCS	name of various Sāmans; a kind of plant	no locus/overlap candidate — residue for LLM/human pass
padya		1d	padya	Vārāhagṛhyasūtra, VārGS, 11, 13	dcs:102586	0.5	overlap	public	DCS	relating or belonging to a foot; hurting or coming in contact with the feet; mar	confidence<tau
padya		1d	padya	Gobhilagṛhyasūtra, GobhGS, 4, 10, None	dcs:104125_1	0.5	overlap	public	DCS	relating or belonging to a foot; hurting or coming in contact with the feet; mar	confidence<tau
padya		1d	padya	Jaiminigṛhyasūtra, JaimGS, 1, 19, None	dcs:389682_1	0.5	overlap	public	DCS	relating or belonging to a foot; hurting or coming in contact with the feet; mar	confidence<tau
padya		?	padya	lemma:15882		0.0	unassigned	public	DCS	a verse; metre; poetry; name of several hymns	no locus/overlap candidate — residue for LLM/human pass
barbara		?	barbara	lemma:154274		0.0	unassigned	public	DCS	stammering; curly; [min.] (beschreibt eine schlechte Form von pittala)	no locus/overlap candidate — residue for LLM/human pass
barbara		?	barbara	lemma:154277		0.0	unassigned	public	DCS	vermilion; gum-myrrh; yellow sandal-wood	no locus/overlap candidate — residue for LLM/human pass
bahurUpa		?	bahurūpa	lemma:147734		0.0	unassigned	public	DCS	multiform; checkered; manifold	no locus/overlap candidate — residue for LLM/human pass
tAmasa	1	2d	tāmasa	Rasārṇava, RArṇ, 18, 155	dcs:111963	0.5	overlap	public	DCS	dark; appertaining to or affected by the quality tamas; ignorant; various; relat	confidence<tau
tAmasa	1	2d	tāmasa	Rāmāyaṇa, Rām, Bā, 26, 17	dcs:113581	0.5	overlap	public	DCS	dark; appertaining to or affected by the quality tamas; ignorant; various; relat	confidence<tau
tAmasa	1	2d	tāmasa	Suśrutasaṃhitā, Su, Utt., 37, 5	dcs:13434	0.5	overlap	public	DCS	dark; appertaining to or affected by the quality tamas; ignorant; various; relat	confidence<tau
tAmasa	1	2d	tāmasa	Rājanighaṇṭu, RājNigh, Siṃhādivarga, 111	dcs:24250	0.5	overlap	public	DCS	a malignant person; a snake; an owl; name of a demon causing diseases; name of t	confidence<tau
tAmasa	1	2d	tāmasa	Matsyapurāṇa, MPur, 9, 18	dcs:333625	0.5	overlap	public	DCS	a malignant person; a snake; an owl; name of a demon causing diseases; name of t	confidence<tau
tAmasa	1	2d	tāmasa	Liṅgapurāṇa, LiPur, 1, 7, 23	dcs:368727	0.5	overlap	public	DCS	a malignant person; a snake; an owl; name of a demon causing diseases; name of t	confidence<tau
tAmasa	1	?	tāmasa	lemma:97167		0.0	unassigned	public	DCS	darkness	no locus/overlap candidate — residue for LLM/human pass
kandala		?	kandala	lemma:1681		0.0	unassigned	public	DCS	cheek (or the cheek and temple); girth; girdle; new shoot or sprig; low soft ton	no locus/overlap candidate — residue for LLM/human pass
SfNgin		?	śṛṅgin	lemma:127316		0.0	unassigned	public	DCS	horned; crested; peaked; tusked; having a sting; breasted	no locus/overlap candidate — residue for LLM/human pass
divya		?	divya	lemma:147116		0.0	unassigned	public	DCS	divine; heavenly; celestial; supernatural; wonderful; magical; charming; beautif	no locus/overlap candidate — residue for LLM/human pass
divya		?	divya	lemma:147117		0.0	unassigned	public	DCS	a kind of animal; barley; bdellium; name of a prince; mercury	no locus/overlap candidate — residue for LLM/human pass
divya		?	divya	lemma:147119		0.0	unassigned	public	DCS	the divine world or anything divine; the celestial regions; the sky; heaven; an 	no locus/overlap candidate — residue for LLM/human pass
grAhin		?	grāhin	lemma:156942		0.0	unassigned	public	DCS	ifc. seizing; taking; holding; laying hold of	no locus/overlap candidate — residue for LLM/human pass
nandaka		?	nandaka	lemma:43954		0.0	unassigned	public	DCS	delighting in (comp.); rejoicing; gladdening; making happy (esp. a family)	no locus/overlap candidate — residue for LLM/human pass
Arya		?	ārya	lemma:59604		0.0	unassigned	public	DCS	behaving like an Āryan; honourable; respectable; noble; of a good family; excell	no locus/overlap candidate — residue for LLM/human pass
Badraka		?	bhadraka	lemma:48880		0.0	unassigned	public	DCS	good; brave; handsome	no locus/overlap candidate — residue for LLM/human pass
kAhala		?	kāhala	lemma:23235		0.0	unassigned	public	DCS	speaking unbecomingly; speaking indistinctly; mischievous; large; excessive; dry	no locus/overlap candidate — residue for LLM/human pass
kAhala		?	kāhala	lemma:23236		0.0	unassigned	public	DCS	a large drum; a sound; a cat; a cock; name of an author	no locus/overlap candidate — residue for LLM/human pass
granTila		?	granthila	lemma:125569		0.0	unassigned	public	DCS	knotted; knotty	no locus/overlap candidate — residue for LLM/human pass
granTila		?	granthila	lemma:125571		0.0	unassigned	public	DCS	green or undried ginger	no locus/overlap candidate — residue for LLM/human pass
ta	2	?	ta	lemma:205525		0.0	unassigned	public	DCS	[gramm.] the sound ta; [gramm.] the ending ta; [gramm.] Ātmanepada l-substitute 	no locus/overlap candidate — residue for LLM/human pass
kzip	1	4	kṣip	Rasādhyāya, RAdhy, 1, 51	dcs:100508	0.5	overlap	public	DCS	to throw; to cast; to send; to despatch; to move hastily (the arms or legs); to 	confidence<tau
kzip	1	4	kṣip	Rasādhyāya, RAdhy, 1, 53	dcs:100512	0.5	overlap	public	DCS	to throw; to cast; to send; to despatch; to move hastily (the arms or legs); to 	confidence<tau
kzip	1	4	kṣip	Rasādhyāya, RAdhy, 1, 62	dcs:100531	0.5	overlap	public	DCS	to throw; to cast; to send; to despatch; to move hastily (the arms or legs); to 	confidence<tau
kzip	1	?	kṣip	lemma:134748		0.0	unassigned	public	DCS	the fingers	no locus/overlap candidate — residue for LLM/human pass
kzip	1	?	kṣip	lemma:213477		0.0	unassigned	public	DCS	[gramm.] the root kṣip	no locus/overlap candidate — residue for LLM/human pass
pUrva		?	pūrva	lemma:145625		0.0	unassigned	public	DCS	being before or in front fore; first; eastern; to the east of (abl.); former; pr	no locus/overlap candidate — residue for LLM/human pass
pUrva		?	pūrva	lemma:145626		0.0	unassigned	public	DCS	an ancestor; forefather (the ancients); an elder brother; name of a prince; name	no locus/overlap candidate — residue for LLM/human pass
vrata	1	?	vrata	lemma:116251		0.0	unassigned	public	DCS	will; command; law; ordinance; rule; obedience; service; dominion; realm; sphere	no locus/overlap candidate — residue for LLM/human pass
sru		?	sru	lemma:157552		0.0	unassigned	public	DCS	to flow; to stream; to gush forth; to issue from; to shed; to emit; to drop; to 	no locus/overlap candidate — residue for LLM/human pass
sru		?	sru	lemma:213485		0.0	unassigned	public	DCS	[gramm.] the root sru	no locus/overlap candidate — residue for LLM/human pass
muh	1	?	muh	lemma:157970		0.0	unassigned	public	DCS	to become stupefied or unconscious; to be bewildered or perplexed; to err; to be	no locus/overlap candidate — residue for LLM/human pass
muh	1	?	muh	lemma:220948		0.0	unassigned	public	DCS	perplexing; a confounder	no locus/overlap candidate — residue for LLM/human pass
viDi	1	?	vidhi	lemma:122846		0.0	unassigned	public	DCS	a rule; formula; injunction; ordinance; statute; precept; law; direction (esp. f	no locus/overlap candidate — residue for LLM/human pass
laGu		?	laghu	lemma:80490		0.0	unassigned	public	DCS	light; swift; active; nimble; easy; easily digested; easy in mind; causing relie	no locus/overlap candidate — residue for LLM/human pass
Sruti	1	?	śruti	lemma:139787		0.0	unassigned	public	DCS	an answer; a promise; assent; = next	no locus/overlap candidate — residue for LLM/human pass
Sruti	1	?	śruti	lemma:199773		0.0	unassigned	public	DCS	name of a king	no locus/overlap candidate — residue for LLM/human pass
suBaga		?	subhaga	lemma:108189		0.0	unassigned	public	DCS	possessing good fortune; very fortunate or prosperous; lucky; happy; blessed; hi	no locus/overlap candidate — residue for LLM/human pass
suBaga		?	subhaga	lemma:108192		0.0	unassigned	public	DCS	good fortune; bitumen	no locus/overlap candidate — residue for LLM/human pass
SaNKa		?	śaṅkha	lemma:116387		0.0	unassigned	public	DCS	a shell; the conch-shell (used for making libations of water or as an ornament f	no locus/overlap candidate — residue for LLM/human pass
kapila		?	kapila	lemma:1888		0.0	unassigned	public	DCS	monkeycoloured; brown; tawny; reddish; red-haired	no locus/overlap candidate — residue for LLM/human pass
kapila		?	kapila	lemma:1889		0.0	unassigned	public	DCS	brown or tawny or reddish colour; a kind of mouse; a kind of ape; (brown) dog; i	no locus/overlap candidate — residue for LLM/human pass
kapila		?	kapila	lemma:207099		0.0	unassigned	public	DCS	brass; name of the Varṣa ruled by Kapila	no locus/overlap candidate — residue for LLM/human pass
