lemma_slp1	dict	sense_id	failure_class	n_ls	gloss
SiSira	mw	mw:217985:1	no-shared-witness	1	n. the root of Andropogon Muricatus
SiSira	mw	mw:217986:1	witness-too-common	2	a partic. mythical weapon
SiSira	mw	mw:217987:1	no-shared-witness	1	N. of a Varṣa in Plakṣa-dvīpa
SiSira	pwg	pwg:99768:1	no-shared-witness	2	(von wie ) ( oxyt. ). n. . m.n
SiSira	pwg	pwg:99768:3	witness-too-common	9	Kühle, Kälte, Frost; Kühle; heftiger Frost
SiSira	pwg	pwg:99768:5	no-shared-witness	1	des 7ten Monats
SiSira	pwg	pwg:99768:6	witness-too-common	4	m. N. pr. eines Berges (die neuere Ausg. hat auch 12386 )
SiSira	pwg	pwg:99768:8	witness-too-common	2	n. N. eines mythischen Geschosses ( ); vgl. ( die neuere Ausg. )
SiSira	pwg	pwg:99768:9	no-shared-witness	1	n. N. pr. eines Varṣa in Plakṣadvīpa
SiSira	pwg	pwg:99768:10	cross-language-gap	0	Vgl. fgg
SiSira	ap90	ap90:28005:2	no-gloss	0	
vapus	vcp	vcp:40559:1	no-citation-apparatus	0	vapus na0 upyante dehAntaraBogasADanavIjIBUtAni kamARyatra vapa usi . 1 SarIre amaraH . 2 praSastAkAre ca medi0
vapus	ap90	ap90:25013:6	no-shared-witness	0	4 Ved. A wonderful phenomenon, wonder
vapus	ap90	ap90:25013:7	no-shared-witness	0	5 Ved. Water
vapus	ap90	ap90:25013:8	no-shared-witness	0	Comp
vapus	ap90	ap90:25013:10	outranked	3	excellence of form, personal beauty; ; ( pb )
vapus	ap90	ap90:25013:12	no-shared-witness	0	1 embodied
vapus	ap90	ap90:25013:13	no-shared-witness	0	2 beautiful
vapus	ap90	ap90:25013:14	no-shared-witness	0	a humour of the body
vapus	mw	mw:186366:1	no-shared-witness	2	f. Beauty personified as a daughter of Dakṣa and Dharma
vapus	mw	mw:186367:1	no-shared-witness	1	N. of an Apsaras
vapus	pwg	pwg:88025:2	witness-too-common	2	wundersam; wunderbar schön; allerwunderbarst; das [Page6-0688] ist eine erstaunliche Rede
vapus	pwg	pwg:88025:4	witness-too-common	4	Wunder, Wundererscheinung; ungewöhnlich schöne Erscheinung; Gestalt, species; zum Wunder, wunderbar zu schauen
vapus	pwg	pwg:88025:6	no-shared-witness	6	Aussehen, Gestalt; eine best. Gestalt habend, deutlich sichtbar
vapus	pwg	pwg:88025:7	no-shared-witness	1	Natur, Wesen
vapus	pwg	pwg:88025:8	outranked	18	Leib, Körper
vapus	pwg	pwg:88025:9	no-shared-witness	1	Wasser
vapus	pwg	pwg:88025:10	no-shared-witness	2	N. pr. einer Tochter Dakṣa ʼs und Gattin Dharma ʼs
vapus	pwg	pwg:88025:11	cross-language-gap	0	Vgl
vapus	ap90	ap90:25013:2	no-gloss	0	n
vapus	ap90	ap90:25013:9	no-gloss	0	
vapus	ap90	ap90:25013:11	no-gloss	0	a
vapus	pwg	pwg:88025:1	no-gloss	1	
vapus	pwg	pwg:88025:3	no-gloss	0	n
kzatra	md	md:6520:1	no-shared-witness	0	kṣa-trá, n. sg. &amp; pl. dominion, power; powers that be; milītary ( secon ) caste; man of the second caste
kzatra	mw	mw:58817:1	outranked	3	the military or reigning order (the members of which in the earliest times, as represented by the Vedic hymns, were generally called Rājanya , not Kṣatriya ; afterwards, when the difference between Brahman and Kṣatra or the priestly and civil authorities beca…
kzatra	mw	mw:58819:1	no-shared-witness	4	the rank of a member of the reigning or military order, authority of the second caste
kzatra	mw	mw:58820:1	witness-too-common	1	wealth
kzatra	mw	mw:58821:1	witness-too-common	1	water
kzatra	mw	mw:58822:1	no-shared-witness	1	the body
kzatra	mw	mw:58823:1	no-shared-witness	1	Tabernaemontana coronaria ( v.l. )
kzatra	pwg	pwg:20108:1	no-shared-witness	3	n. . . m. (dieses nicht zu belegen) und n. gaṇa zu
kzatra	pwg	pwg:20108:3	cross-language-gap	0	Regierung
kzatra	pwg	pwg:20108:6	no-shared-witness	3	die Würde einer herrschenden, fürstlichen Person; die Herrschaft der Kriegerkaste; für denjenigen, welcher als geborener Fürst die Weihen nimmt, wird die Fürstenwürde durch dieselben verwirklicht
kzatra	pwg	pwg:20108:7	witness-too-common	1	Reichthum
kzatra	pwg	pwg:20108:8	witness-too-common	1	Wasser
kzatra	pwg	pwg:20108:9	no-shared-witness	2	Körper
kzatra	pwg	pwg:20108:10	no-shared-witness	2	herrschen
kzatra	pwg	pwg:20108:11	cross-language-gap	0	Vgl
kzatra	pwg	pwg:71987:1	cross-language-gap	0	vgl. noch
rucira	vcp	vcp:39699:1	no-citation-apparatus	0	rucira tri0 ruciM rAti dadAti rA ka . 1 manohare sundare 1 maDure ca amaraH . 2 mUlake 3 kuNkume 4 lavaNge ca na0 5 gorocanAyAM strI rAjani0
rucira	md	md:15290:1	no-shared-witness	0	ruc-ira, a. bright, shining; radiant, beautiful; pleasing, attractive, to ( g. , —˚ ): -deva, m. N. ; -bhāṣaṇa, a. speaking beautifully; -mūrti, a. beautifully formed; -ānana, a. sweet-faced; -apāṅgī, a. f. fair-eyed
rucira	ap90	ap90:24214:3	no-shared-witness	0	2 Tasteful, palatable
rucira	ap90	ap90:24214:5	no-shared-witness	0	4 Stomachic, exciting appetite
rucira	ap90	ap90:24214:8	no-shared-witness	0	1 A kind of yellow pigment
rucira	ap90	ap90:24214:9	no-shared-witness	0	2 N. of a metre; see App. I
rucira	ap90	ap90:24214:11	no-shared-witness	0	1 Saffron
rucira	ap90	ap90:24214:13	no-shared-witness	0	3 A radish
rucira	mw	mw:178402:1	no-shared-witness	1	pleasant, charming, agreeable to, liked by ( gen. or comp. )
rucira	mw	mw:178410:1	no-shared-witness	0	n. (only.) saffron ( prob. w.r. for ), a radish
rucira	pwg	pwg:84894:1	no-shared-witness	1	(von 1. )
rucira	pwg	pwg:84894:2	cross-language-gap	0	adj. ( f. )
rucira	pwg	pwg:84894:4	outranked	8	gefallend, genehm, zusagend, ansprechend; appetitlich; lecker
rucira	pwg	pwg:84894:7	no-shared-witness	2	ein best. gelbes Pigment
rucira	pwg	pwg:84894:8	cross-language-gap	0	N. zweier Metra
rucira	pwg	pwg:84894:9	no-shared-witness	1	4 Mal 50 Moren
rucira	pwg	pwg:84894:10	no-shared-witness	2	4 Mal
rucira	pwg	pwg:84894:11	no-shared-witness	1	ϰ〉 N. pr. eines Flusses
rucira	pwg	pwg:84894:13	cross-language-gap	0	Safran
rucira	pwg	pwg:84894:14	cross-language-gap	0	Rettig
rucira	pwg	pwg:84894:15	no-shared-witness	2	Gewürznelken
rucira	ap90	ap90:24214:1	no-gloss	0	a. [ ]
rucira	ap90	ap90:24214:7	no-gloss	0	
rucira	ap90	ap90:24214:10	no-gloss	0	
rucira	pwg	pwg:84894:6	no-gloss	0	f
rucira	pwg	pwg:84894:12	no-gloss	0	n
mAna	vcp	vcp:38127:1	no-citation-apparatus	0	mAna vicAre BvA0 saka0 sewa svArTe san new . mImAMsate amImAMsizwa arcAyAM ca tatra na svArTe san
mAna	vcp	vcp:38128:1	no-citation-apparatus	0	mAna arcce vA cu0 u0 pakze BvA0 para0 saka0 sew . mAnayati te mAnati amImanat ta amAnIt
mAna	vcp	vcp:38129:1	no-citation-apparatus	0	mAna na0 mA lyuw . 1 parimARe hastatulApraKyAdyErdravyapari- cCede BAvapra0 mAnapariBAzA karzaSabde dfSyA . 2 pramARe mAnADInAmeyasidDiH BImAMsakAH . gAnANge kAla- kriyAyAM tAlavirAmopalakzite 3 kAlavyApAre ca medi0 . mana GaY . Atmani utkarzABimAnAtmi- kAyAM…
mAna	skd	skd:27116:1	no-citation-apparatus	0	mAna , ki arcce . iti kavikalpadrumaH .. (cu0- pakze BvA0-para0-saka0-sew .) ki mAnayati mAnati . iti durgAdAsaH
mAna	skd	skd:27117:1	no-citation-apparatus	0	mAna , Na vicAre . arcce . iti kavikalpadrumaH .. (BvA0-Atma0-saka0-sew .) Na mImAMsate SAstraM DIraH . arccAyAM tibAdayo na syuriti ramAnATaH . iti durgAdAsaH
mAna	md	md:14011:1	no-shared-witness	0	1. mān-a, m. n. opinion, notion; will, purpose; high opinion of oneself, self-reliance; conceit, pride, arrogance; respect, regard, honour, mark of honour ( ord. mg. , gnly. m. ); wounded sense of honour, caprice, jealous anger ( esp. in women ), sulking
mAna	md	md:14012:1	no-shared-witness	0	2. mā́‿ana, m. building, dwelling ( V. ); altar; n. measuring; measure, measuring cord, standard; dimension, size, height, length ( also of time ), weight; a certain weight ; form, appearance ( RV. ); resemblance, likeness; demonstration, means of proof
mAna	mw	mw:161764:1	no-shared-witness	0	See p. 809, col. 3
mAna	mw	mw:162720:1	no-shared-witness	1	purpose, wish, design
mAna	mw	mw:162722:1	witness-too-common	2	(also n. ) consideration, regard, respect, honour, ; &amp;c
mAna	mw	mw:162725:1	no-shared-witness	2	(in astron. ) N. of the tenth house, ( also a ‘blockhead ; an agent; a barbarian’)
mAna	mw	mw:162832:1	witness-too-common	1	2. m. (√ 3. ) a building, house, dwelling
mAna	mw	mw:162833:1	no-shared-witness	1	an altar
mAna	mw	mw:162834:1	no-shared-witness	1	( ) a preparation, decoction (?)
mAna	mw	mw:162834.1:1	no-shared-witness	1	( accord. to some in = ‘light, sheen’)
mAna	mw	mw:162838:1	witness-too-common	1	measure, measuring-cord, standard, &amp;c. &amp;c
mAna	mw	mw:162839:1	no-shared-witness	1	dimension, size, height, length (in space and time), weight, ( ifc. = fold See )
mAna	mw	mw:162841:1	witness-too-common	1	form, appearance
mAna	mw	mw:162843:1	no-shared-witness	0	(in phil. ) proof, demonstration, means of proof (= . q.v. )
mAna	pwg	pwg:121576:1	cross-language-gap	0	4. Z. 2 lies
mAna	pwg	pwg:59811:1	no-shared-witness	2	1. (von ) m.n. gaṇa zu
mAna	pwg	pwg:59811:4	witness-too-common	12	Ansehen, die Achtung —, die Ehre, die man bei seinen Mitbürgern geniesst
mAna	pwg	pwg:59811:5	witness-too-common	11	Achtungsbezeugung, Ehrenerweisung
mAna	pwg	pwg:59811:7	no-shared-witness	1	Absicht, Wille
mAna	pwg	pwg:59811:8	no-shared-witness	2	des 10ten astrologischen Hauses; a blockhead; an agent; a barbarian
mAna	pwg	pwg:59811:9	cross-language-gap	0	Vgl
mAna	pwg	pwg:59812:1	cross-language-gap	0	2. (von 3. )
mAna	pwg	pwg:59812:2	witness-too-common	2	Bau, Gebäude; Wohnung; die Genie des Baues
mAna	pwg	pwg:59812:4	cross-language-gap	0	nom. act
mAna	pwg	pwg:59812:6	witness-too-common	2	das Machen
mAna	pwg	pwg:59812:7	outranked	24	Maass; Maassstab; Mannshöhe; Umfang; Unterschied in der Dimension; zu gross; Gewicht; Dauer nach den Gestirnen gerechnet; hundertfach
mAna	pwg	pwg:59812:9	witness-too-common	1	Bild, Erscheinung, species; wenn ihr aus weiter Ferne wie einen Strahl euer Bild; werfet
mAna	pwg	pwg:59812:11	no-shared-witness	6	Beweis; Bild
mAna	pwg	pwg:59813:1	witness-too-common	1	praeparatum; das röthliche Gebräu des Krautes; den
mAna	pwg	pwg:59814:1	witness-too-common	4	so gross wie ein Jochzapfen; das Geschlecht des
mAna	pwg	pwg:80629:1	no-shared-witness	1	Beweismittel
mAna	pwg	pwg:121575:1	no-gloss	4	1. 2〉
mAna	pwg	pwg:59812:3	no-gloss	1	n
pakva	vcp	vcp:29939:1	no-citation-apparatus	0	pakva tri0 paca kta tasya vaH . 1 pariRate 2 dfQe 3 vinASonmuKe 4 kftapAke ca amaraH . BAve kta 5 pAke na0
pakva	md	md:10961:1	no-shared-witness	0	pak-vá, a. (= pp. of √ pac) cooked, baked, done; burnt, baked ( bricks, pots ); grey ( hair ); ripe, fully developed, mature; bearing ripe fruit ( tree ): -tā, f. ripeness, maturity; -bimba‿adhara‿oṣṭhī, a. f. having a lower lip red like the Bimba fruit; [Pag…
pakva	ap90	ap90:17570:2	no-shared-witness	0	1 Cooked, roasted, boiled; as in
pakva	ap90	ap90:17570:4	no-shared-witness	1	3 Baked, burned, annealed ( opp. )
pakva	ap90	ap90:17570:7	no-shared-witness	0	6 Experienced, shrewd
pakva	ap90	ap90:17570:8	no-shared-witness	0	7 Ripe (as a boil), ready to suppurate
pakva	ap90	ap90:17570:10	no-shared-witness	0	9 Perished, decaying, on the eve of destruction, ripe to meet one's doom. ( pb )
pakva	ap90	ap90:17570:12	no-shared-witness	0	Comp
pakva	ap90	ap90:17570:13	no-shared-witness	0	chronic dysentery
pakva	ap90	ap90:17570:14	outranked	0	cooked or dressed food
pakva	ap90	ap90:17570:15	no-shared-witness	0	the stomach, abdomen
pakva	ap90	ap90:17570:16	no-shared-witness	0	a baked brick
pakva	ap90	ap90:17570:17	no-shared-witness	0	a building constructed with baked bricks
pakva	ap90	ap90:17570:19	no-shared-witness	0	1 cooking
pakva	ap90	ap90:17570:20	no-shared-witness	0	2 maturing. (
pakva	ap90	ap90:17570:21	no-shared-witness	0	m. ) the Nimba tree
pakva	ap90	ap90:17570:22	no-shared-witness	0	a. greyhaired
pakva	ap90	ap90:17570:23	no-shared-witness	0	wine or any spirituous liquor
pakva	ap90	ap90:17570:24	no-shared-witness	0	n. the water of boiled rice ( ), sour rice-gruel
pakva	mw	mw:113432:1	witness-too-common	2	mf( )n. (considered as p.p. of √ 2. ; cf. ) cooked, roasted, baked, boiled, prepared on a fire ( opp. to ), &amp;c. &amp;c. (also applied to the milk in an udder)
pakva	mw	mw:113434:1	no-shared-witness	2	baked or burnt (as bricks or earthenware pots), ; &amp;c
pakva	mw	mw:113435:1	witness-too-common	1	ripe, mature ( lit. and fig. ), &amp;c. &amp;c. (also applied to a tree with ripe fruits)
pakva	mw	mw:113438:1	no-shared-witness	1	ripe for decay, near to death, decrepit, perishing,decaying
pakva	mw	mw:113442:1	no-shared-witness	1	the ashes of a burnt corpse
pakva	pwg	pwg:41172:1	no-shared-witness	2	(von ) adj. (vertritt die Stelle des partic. praet. pass. ) f. . . das einer Casusendung ( ) geht in keinem comp. in über nach ( vgl. )
pakva	pwg	pwg:41172:3	witness-too-common	1	gekocht; die Milch im Euter
pakva	pwg	pwg:41172:4	no-shared-witness	7	fertig gebacken; gebrannt; Gebäude aus Backsteinen
pakva	pwg	pwg:41172:6	no-shared-witness	1	reif
pakva	pwg	pwg:41172:9	outranked	5	reif; dem Ende, dem Vergehen, dem Tode nahe, — verfallen
pakva	pwg	pwg:41172:10	cross-language-gap	0	Vgl
pakva	pwg	pwg:77778:1	no-shared-witness	1	ein Baum mit reifen Früchten
pakva	pwg	pwg:77778:2	no-shared-witness	1	vgl. 1. 5〉
pakva	pwg	pwg:77778:3	no-shared-witness	2	und
pakva	ap90	ap90:17570:1	no-gloss	0	a. [ ]
pakva	ap90	ap90:17570:18	no-gloss	0	a
vAsana	vcp	vcp:41245:1	no-citation-apparatus	0	vAsana na0 vAsa lyuw . 1 suraBIkaraRe 2 DUpane 3 vAri- DAnyAm 4 vastre medi0 5 vAsasTAne Sabdara0 6 jYAna ca DaraRiH vasa Ric lyuw . 7 nikzepADAre nikzepArTe mudrANkite pAtre ca . vAsanasTamanAKyAya samudraM yanni- DIyate nAradaH . vAsanaM nikzepADAraBUtaM sa…
vAsana	md	md:16394:1	no-shared-witness	0	1. vās-ana, n. ( fr. cs. of √ 2. vas) garment, dress; case, box, casket
vAsana	md	md:16395:1	no-shared-witness	0	2. vās-ana, n. ( fr. cs. of √ 3. vas) causing or allowing to dwell ( rare ); knowledge ( rare ): ā, f. thought of, desire for ( lc. ); impression (of, —˚ ) left dwelling in the mind ; notion, idea; false notion ( e. g. bheda-, mistaken idea that there is a di…
vAsana	mw	mw:192295:1	witness-too-common	1	1. n. the act of perfuming or fumigating, infusing, steeping, , Sch
vAsana	mw	mw:192312:1	no-shared-witness	1	2. n. covering, clothing, garment, dress
vAsana	mw	mw:192367:1	no-shared-witness	1	3. mfn. belonging to an abode, fit for a dwelling
vAsana	mw	mw:192368:1	no-shared-witness	1	n. causing to abide or dwell
vAsana	mw	mw:192369:1	no-shared-witness	1	abiding, abode
vAsana	mw	mw:192370:1	no-shared-witness	1	a receptacle for water
vAsana	mw	mw:192371:1	no-shared-witness	1	knowledge
vAsana	mw	mw:192372:1	no-shared-witness	1	a partic. posture (practised by ascetics during abstract meditation, and by others; described as sitting on the ground with the knees bent and the feet turned backwards)
vAsana	pwg	pwg:90564:1	cross-language-gap	0	1. (vom caus. von 3. ) n
vAsana	pwg	pwg:90564:2	witness-too-common	4	Gewand, Kleid; bekleidet
vAsana	pwg	pwg:90565:1	cross-language-gap	0	2. (vom caus. von 5. )
vAsana	pwg	pwg:90565:3	witness-too-common	4	Wohnort
vAsana	pwg	pwg:90565:4	no-shared-witness	1	Wasserbehälter
vAsana	pwg	pwg:90565:5	witness-too-common	4	= _im_ beim Schol. zu
vAsana	pwg	pwg:90565:7	witness-too-common	32	der vom Geiste empfangene und darin bleibende Eindruck, Vorstellung, Idee; falsche Vorstellung; feste Vorstellung, Ueberzeugung; die falsche Vorstellung, dass es eine Verschiedenheit gebe; eine falsche Vorstellung
vAsana	pwg	pwg:90565:8	no-shared-witness	5	Beweis
vAsana	pwg	pwg:90565:9	no-shared-witness	1	ein Metrum von 4×20 Moren
vAsana	pwg	pwg:90565:10	no-shared-witness	1	N. pr. der Gattin Arka ʼs
vAsana	pwg	pwg:90565:11	no-shared-witness	2	Bein. der Durgā _im_
vAsana	pwg	pwg:90566:1	no-shared-witness	1	3. adj. von
vAsana	pwg	pwg:90567:1	witness-too-common	5	das Parfumiren
vAsana	pwg	pwg:90567:2	cross-language-gap	0	Vgl
vAsana	pwg	pwg:90565:2	no-gloss	0	n
vAsana	pwg	pwg:90565:6	no-gloss	0	f
vilAsa	md	md:16723:1	no-shared-witness	0	vi-lāsa, m. manifestation; appearance, aspect; diversion, sport, fun ( common mg. ); doings; ( female ) coquetry, dalliance ( ord. mg. ); wantonness ( rare ); liveliness ( one of the eight masculine virtues ; rare ); charm, grace ( rare ): -kodaṇḍa, m. god of…
vilAsa	mw	mw:199658:1	witness-too-common	1	liveliness, joviality (considered as a masculine virtue)
vilAsa	mw	mw:199659:1	witness-too-common	2	wantonness, lust
vilAsa	mw	mw:199660:1	no-shared-witness	1	grace, charm, beauty
vilAsa	mw	mw:199661:1	no-shared-witness	0	N. of a gram. wk
vilAsa	mw	mw:199662:1	no-shared-witness	1	(with ) of a preceptor
vilAsa	mw	mw:199663:1	no-shared-witness	1	n. (and f( ). ) N. of a metre
vilAsa	pwg	pwg:122120:1	no-shared-witness	2	Z. 6 gehört zu b〉; vgl. 2te Aufl
vilAsa	pwg	pwg:92942:1	cross-language-gap	0	(von 1. mit )
vilAsa	pwg	pwg:92942:2	cross-language-gap	0	m. am Ende eines adj. comp. f
vilAsa	pwg	pwg:92942:6	witness-too-common	3	Lebhaftigkeit
vilAsa	pwg	pwg:92942:7	witness-too-common	3	erwachter Geschlechtstrieb, Geilheit
vilAsa	pwg	pwg:92942:8	no-shared-witness	1	Anmuth, Liebreiz
vilAsa	pwg	pwg:92942:9	no-shared-witness	1	N. pr. eines Mannes ( v. l. ) , v. l
vilAsa	pwg	pwg:92942:10	no-shared-witness	1	ein best. Metrum
vilAsa	pwg	pwg:92942:11	no-shared-witness	2	Vgl. (auch . )
vinA	vcp	vcp:41583:1	no-citation-apparatus	0	vinA avya0 vi + nA . 1 varjjane 2 antaraMRetyarTe ca . etadyoge 2 dvitIyA tftIyA paYcamI ca
vinA	skd	skd:32781:1	no-citation-apparatus	0	vinA , vya, (vi + vinaYByAM nAnAYcO na saha . 5 . 2 . 27 . iti nA .) varjjanam . tatparyyAyaH . pfTak 2 antareRa 3 fte 4 hiruk 5 nAnA 6 . ityamaraH .. (SabdenAnena yoge pfTag- vineti . 2 . 3 . 32 . ityanena tftIyA paYcamI ca syAt . evaM pfTadvinA nAnABiriti y…
vinA	md	md:16623:1	no-shared-witness	0	vínā, prp. ( very rare in V. ) without, except ( with preceding or following ac. , in. , rarely ab. , exceptionally —˚ ): -kṛta, pp. separated from, deprived or bereft of, lacking, free from ( in. , ab. , —˚ ); -kṛtya, gd. without; -bhūta, pp. separated from,…
vinA	ap90	ap90:26031:1	no-shared-witness	4	ind. Without, except (with acc. , instr. or abl. ); ; ; ; ( means ‘to leave, abandon, bereave, deprive of’; ‘bereft of Cupid’)
vinA	ap90	ap90:26031:2	no-shared-witness	0	Comp
vinA	ap90	ap90:26031:3	no-shared-witness	2	f. a figure of speech in which is used in a poetically charming way; ; see also
vinA	pwg	pwg:91990:1	no-shared-witness	5	ohne, mit Ausnahme von, bis auf
vinA	pwg	pwg:91990:2	witness-too-common	15	ohne; weil er nicht da war; mit Ausnahme von; wenn es nicht zum Kampfe kommt; einen Andern als; bis auf die Entfernung eines; so dass der Zwischenraum eines; bleibt
vinA	pwg	pwg:91990:3	witness-too-common	6	alle mit Ausnahme von
vinA	pwg	pwg:91990:4	witness-too-common	11	mit Ausnahme von; kein Anderer als ich; wenn nicht das Geraubte da ist; wenn diese nicht da sind
vinA	pwg	pwg:91990:5	witness-too-common	8	mit folgendem instr. . . . . . . . . . . . . . . . . . . [Page6-1087]
vinA	pwg	pwg:91990:6	no-shared-witness	2	mit vorangehendem abl
vinA	pwg	pwg:91990:7	no-shared-witness	6	Erwerb gilt mehr als Genuss, ausser wenn dieser schon von den Vorfahren stammt; bevor dieses geschehen ist
vinA	pwg	pwg:91990:9	outranked	1	es giebt Nichts, wobei du nicht wärest
vimAna	vcp	vcp:41695:1	no-citation-apparatus	0	vimAna puMna0 vi + mana GaY vi + mA lyuw vA . 1 devayAne raTe amaraH . 2 sArvaBOmagfhaBede ca 3 yAnamAtre 4 aSve pu0 medi0 5 parimARe ca na0
vimAna	mw	mw:193377:1	no-shared-witness	1	1. mfn. (for 2. see ) devoid of honour, disgraced
vimAna	mw	mw:198637:1	no-shared-witness	0	2. m. (for 1. See p. 951, col. 3 ; for 3. under ) disrespect, dishonour (see )
vimAna	mw	mw:198732:1	no-shared-witness	1	m. any car or vehicle ( esp. a bier)
vimAna	mw	mw:198733:1	witness-too-common	2	the palace of an emperor or supreme monarch ( esp. one with 7 stories), ; &amp;c
vimAna	mw	mw:198734:1	no-shared-witness	1	a temple or shrine of a partic. form
vimAna	mw	mw:198735:1	no-shared-witness	1	a kind of tower (?)
vimAna	mw	mw:198736:1	no-shared-witness	1	a grove
vimAna	mw	mw:198737:1	no-shared-witness	1	a ship, boat
vimAna	mw	mw:198738:1	no-shared-witness	1	a horse
vimAna	mw	mw:198739:1	witness-too-common	1	n. measure
vimAna	mw	mw:198740:1	no-shared-witness	1	extension
vimAna	mw	mw:198741:1	no-shared-witness	1	(in med. ) the science of (right) measure or proportion ( e.g. of the right relation between the humours of the body, of medicines and remedies &amp;c.)
vimAna	pwg	pwg:122109:1	no-shared-witness	1	«und Gewicht.»; dem Maasse; dem Verhalten der humores, der Arzeneimittel, Ort und Zeit, Constitution u. s. w. handelt
vimAna	pwg	pwg:92627:1	cross-language-gap	0	1. (von 2. mit )
vimAna	pwg	pwg:92627:3	no-shared-witness	3	m.n. gaṇa zu
vimAna	pwg	pwg:92627:5	outranked	12	ein kaiserlicher Palast; ein siebenstöckiger Palast; eine Kapelle von best. Form; eine Art Thurm
vimAna	pwg	pwg:92627:6	no-shared-witness	1	Schiff, Boot
vimAna	pwg	pwg:92627:7	no-shared-witness	1	Pferd
vimAna	pwg	pwg:92627:9	witness-too-common	1	Ausdehnung
vimAna	pwg	pwg:92627:10	witness-too-common	3	Maass, Maassstab; die Lehre von Maass und Gewicht
vimAna	pwg	pwg:92627:11	no-shared-witness	1	das Messen
vimAna	pwg	pwg:92627:12	cross-language-gap	0	Vgl
vimAna	pwg	pwg:92628:1	no-shared-witness	1	Geringachtung; Verehrung
vimAna	pwg	pwg:92629:1	no-shared-witness	1	der Ehre baar, entehrt, geschändet
vimAna	pwg	pwg:92627:8	no-gloss	0	n
SaWa	vcp	vcp:42927.1:1	no-citation-apparatus	0	Sawa(Wa) SlAGAyAM cu0 A0 saka0 sew . SAwa(Wa)yata aSI- Sawa(Wa)ta
SaWa	vcp	vcp:42932:1	no-citation-apparatus	0	SaWa baDe saka0 kEtave kleSe ca aka0 BvA0 para0 sew . SaWati aSAWIt aSaWIt
SaWa	vcp	vcp:42933:1	no-citation-apparatus	0	SaWa Alasye cu0 para0 aka0 sew . SAWayati te aSISaWat ta
SaWa	vcp	vcp:42934:1	no-citation-apparatus	0	SaWa duzwavacane ada0 cu0 uBa0 saka0 sew . SaWayati te aSaSaWat ta
SaWa	vcp	vcp:42935:1	no-citation-apparatus	0	SaWa na0 SaWa ac . 1 tagare 2 kuNkume 3 lOhe ca rAjani0 . 4 DUstUre 5 maDyasTapuruze ca pu0 . priyaM vakti puro- 'nyatra vipriyaM kurutaM BfSam . vyaktAparADacezwaSca SaWo- 'yaM kaTito buDEH vizRapu0 ukte 6 DUrtte tri0 medi0 7nAyakaBede pu0 tallakzaRaM yaTA S…
SaWa	skd	skd:34796:1	outranked	0	SaWa , ka Na SlAGe . iti kavikalpadrumaH .. (curA0- Atma0-aka0-sew .) ka Na, SAWayate . iti durgAdAsaH
SaWa	skd	skd:34797:1	outranked	0	SaWa , t ka durvvAci . iti kavikalpadrumaH .. (adantacurA0-para0-saka0-sew .) SaWayati nIcaH kutsitaM vadatItyarTaH . ramAnATastu samyagBAzaRe iti matvA SaWayati samyagvadatI- tyarTa ityAha . samyagBAzaRe iti jOmarAH . samagBAve ityeke . iti durgAdAsaH
SaWa	md	md:17456:1	no-shared-witness	0	śaṭha, a. deceitful, fraudulent, perfidious, malignant; m. rogue, cheat; deceitful lover: -dhī, a. wicked-minded, malignant; -buddhi, -mati, a. id
SaWa	ap90	ap90:27569:2	no-shared-witness	0	1 Crafty, deceitful, fraudulent, dishonest, perfidious
SaWa	ap90	ap90:27569:3	no-shared-witness	0	2 Wicked, depraved
SaWa	ap90	ap90:27569:5	no-shared-witness	2	1 A rogue, cheat, knave, swindler
SaWa	ap90	ap90:27569:9	no-shared-witness	0	5 The Dhattūra plant
SaWa	ap90	ap90:27569:12	no-shared-witness	0	1 Iron
SaWa	mw	mw:211741:1	witness-too-common	3	mf( )n. false, deceitful, fraudulent, malignant, wicked, ; ; &amp;c
SaWa	mw	mw:211746:1	no-shared-witness	1	the thorn-apple
SaWa	mw	mw:211747:1	no-shared-witness	1	white mustard seed
SaWa	mw	mw:211748:1	witness-too-common	1	N. of an Asura
SaWa	mw	mw:211752:1	no-shared-witness	1	Tabernaemontana Coronaria
SaWa	mw	mw:211753:1	no-shared-witness	1	steel
SaWa	mw	mw:211754:1	no-shared-witness	1	tin
SaWa	pwg	pwg:97406:1	cross-language-gap	0	adj. ( f. )
SaWa	pwg	pwg:97406:3	no-shared-witness	3	unparteiisch, neutral; Vermittler
SaWa	pwg	pwg:97406:5	no-shared-witness	2	Stechapfel
SaWa	pwg	pwg:97406:6	outranked	3	N. pr. gaṇa zu . eines Asura . . eines Sohnes des Vasudeva ( die neuere Ausg. ) ( st. die neuere Ausg. ). ( die ältere, die neuere Ausg. )
SaWa	pwg	pwg:97406:9	cross-language-gap	0	Saffran
SaWa	pwg	pwg:97406:10	cross-language-gap	0	Tabernaemontana coronaria R. Br. ( s. )
SaWa	pwg	pwg:97406:12	cross-language-gap	0	Vgl. und
SaWa	ap90	ap90:27569:1	no-gloss	0	a. [ ]
SaWa	ap90	ap90:27569:4	no-gloss	0	
SaWa	ap90	ap90:27569:11	no-gloss	0	
SaWa	pwg	pwg:97406:4	no-gloss	0	m
SaWa	pwg	pwg:97406:7	no-gloss	0	f. s
SaWa	pwg	pwg:97406:8	no-gloss	0	n
