lemma_slp1	hom	pwg_sense_id	pwg_gloss	pwg_loci	mw_sense_id	mw_gloss	apte_sense_id	apte_gloss	confidence	note
lANgala		1a	Pflug NIR. 6,26 . AK. 2,9,13 . H. 890 . an. 3,681 . MED. l. 127. fg. HALĀY. 2,42	YĀSKA'S NIRUKTA sammt den NIGHAṆṬAVA'S h 6,26; AMARAKOṢA nach der Ausgabe von COLEBROOK 2,9,13; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 890	mw:182116:1	lA/Ngala n. ( cf. √ lag and laNg ) a plough, RV. &amp;c. &amp;c. | a kind of pole used in gathering fruit from a tree, R. , Sch. | a plough-shaped beam or timber (used in the construction of a house), L. | a partic. appearance presented by the moon, VarBṛS. | the palm tree, L. | a kind of flower, L. | membrum virile, L. ( cf. lANgUla ) | lA/Ngala m. a kind of rice, Car. | N. of a son of Śuddhoda and grandson of Śākya , BhP. | pl. N. of a school, SaṃhUp. | of a people, VP. ( v.l. for jANgala ).			0.99	pilot; MW/Apte columns are inventory not sense-aligned
lANgala		1b	Bez. einer best. Gestalt des Mondes VARĀH. BṚH. S. 4,9	VARĀHAMIHIRA'S BṚHATSAM̃HITĀ. 4,9					0.99	pilot; MW/Apte columns are inventory not sense-aligned
lANgala		1e	eine best. Blume H. an. MED	HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; MEDINĪKOṢA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
lANgala		1f	das männliche Glied (wohl nur fehlerhaft für ) TRIK. 2,6,23	TRIKĀṆḌAŚEṢA 2,6,23					0.99	pilot; MW/Apte columns are inventory not sense-aligned
lANgala		2a	eine Art Reis ( ) VĀGBH. 6,3	? [Cologne Addition] 6,3					0.99	pilot; MW/Apte columns are inventory not sense-aligned
lANgala		2b	pl. N. einer Schule Ind. St. 1,47 . 61 . 3,273. fg. Verz. d. Oxf. H. 55,b,18 . n	WEBER'S Indische Studien. 1,47; WEBER'S Indische Studien. 1, 61; WEBER'S Indische Studien. 3,273. fg					0.99	pilot; MW/Apte columns are inventory not sense-aligned
lANgala		2c	pl. N. pr. eines Volkes, v. l. für VP. II, 176, N. ; vgl. HIOUEN-THSANG II, 177	VIṢṆUPURĀṆA. Es wird die WILSON'sche Ueb 176, N; Histoire de la vie de HIOUEN-THSANG et d 177; Histoire de la vie de HIOUEN-THSANG et d 412					0.99	pilot; MW/Apte columns are inventory not sense-aligned
lANgala		2d	N. pr. eines Sohnes des Śuddhoda und Enkels des Śākya BHĀG. P. 9,12,13 ; vgl	BHĀGAVATAPURĀṆA 9,12,13; Mahābhārata, MBh, 6, 10, 55; Aṣṭāṅgahṛdayasaṃhitā, AHS, Sū., 6, 3					0.99	pilot; MW/Apte columns are inventory not sense-aligned
lANgala		3a	Bez. verschiedener Pflanzen: Jussiaea repens Lin. AK. 2,4,3,29 . H. an. MED. Hem	AMARAKOṢA nach der Ausgabe von COLEBROOK 2,4,3,29; HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; MEDINĪKOṢA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
lANgala		3b	N. pr. eines Flusses MBH. 2,374 . — Vgl	MAHĀBHĀRATA 2,374 → vulg 2.9.21					0.99	pilot; MW/Apte columns are inventory not sense-aligned
mAtfka		1	adj. proparox. von der Mutter kommend, mütterlich Sch. zu P. 4,3,78 . 7,3,51 . M	PĀṆINI'S acht Bücher grammatischer Regel 4,3,78; PĀṆINI'S acht Bücher grammatischer Regel 7,3,51; MANU'S Gesetzbuch in der Ausg. von LOISE 9,72	mw:162406:1	mAtfka mfn. coming from or belonging to a mother, maternal, Mn. ; MBh. &amp;c. | mAtfka m. a maternal uncle, R. | mAtfka n. the nature of a mother, R.	ap90:22942:1	mAtfka a. | 1 Coming or inherited from a mother; mAtfkaM ca DanurUrjitaM daDat R. 11. 64 , 90. | 2 Maternal. | — kaH A maternal uncle. | — kA | 1 A mother. | 2 A grand-mother. | 3 A nurse. | 4 A source, origin. | 5 A divine mother. | 6 N of certain diagrams written in characters supposed to have a magical power. | 7 The character or alphabet so used ( pl. ).	0.99	pilot; MW/Apte columns are inventory not sense-aligned
mAtfka		2	m. Mutterbruder R. GORR. 1,1,36	? [Cologne Addition] 1,1,36					0.99	pilot; MW/Apte columns are inventory not sense-aligned
mAtfka		3a	Mutter H. an. 3,81 . MED. k. 138 . Spr. 2946 . KATHĀS. 45,176 . Am Ende eines ad	HEMACANDRA'S ANEKĀRTHASAM̃GRAHA 3,81; MEDINĪKOṢA 138; Indische Sprüche. Sanskrit und deutsch h 2946					0.99	pilot; MW/Apte columns are inventory not sense-aligned
mAtfka		3b	eine göttliche Mutter ( s. u. 1. f.) MED. WILSON, Sel. Works 2,33 . Verz. d. Oxf	MEDINĪKOṢA; ? [Cologne Addition] 2,33; ? [Cologne Addition] 23,a, N. 2					0.99	pilot; MW/Apte columns are inventory not sense-aligned
mAtfka		3c	Amme H. an. MED. ( st. zu lesen)	HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; MEDINĪKOṢA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
mAtfka		3d	Grossmutter VAIJ. _bei_ WILSON, DAŚAK. 62, N. DAŚAK. 62,8	VAIJAYANTĪ; DAŚAKUMĀRACARITA 62, N; DAŚAKUMĀRACARITA 62,8					0.99	pilot; MW/Apte columns are inventory not sense-aligned
mAtfka		3e	Bez. von acht Gefässen ( ) auf beiden Seiten des Nackens (wohl nach den acht göt	SUŚRUTA 1,345,11; SUŚRUTA 1,345, 15; SUŚRUTA 1, 350,8					0.99	pilot; MW/Apte columns are inventory not sense-aligned
mAtfka		3f	Bez. der in Diagramme u. s. w. geschriebenen Buchstaben, denen eine magische Kra	HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; MEDINĪKOṢA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
mAtfka		3g	ein in der Erde steckender Holzpflock, der Indra ʼs Bannerstock stützt, VARĀH. B	VARĀHAMIHIRA'S BṚHATSAM̃HITĀ. 43,58; VARĀHAMIHIRA'S BṚHATSAM̃HITĀ. 43, 66					0.99	pilot; MW/Apte columns are inventory not sense-aligned
mAtfka		3h	= H. an	HEMACANDRA'S ANEKĀRTHASAM̃GRAHA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
mAtfka		3i	bei den Buddhisten Bez. des Abhidharmapiṭaka BURN. Intr. 46 . 48 . 317, N. 2 . S	BURNOUF 46; BURNOUF 48; BURNOUF 317, N. 2					0.99	pilot; MW/Apte columns are inventory not sense-aligned
mAtfka		3k	N. pr. der Gattin Aryaman ʼs BHĀG. P. 6,6,40 . — Vgl	BHĀGAVATAPURĀṆA 6,6,40					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Cattra		1a	Pilz RATNAM. _im_ ŚKDR	RATNAMĀLĀ; ŚABDAKALPADRUMA (GILD. Bibl. 371).	mw:75389:1	Cattra &amp;c. See √ Cad . | Cattra m. ( Pāṇ. vi, 4, 97 ; often spelt Catra ) a mushroom, L. | Andropogon Schoenanthus , L. | a parasol-shaped bee-hive, W. | Cattra n. a parasol, Chattar (ensign of royal or delegated power, Jain. ; Rājat. v, 18 ; PSarv. ), KātyŚr. xxi, 3, 6 ; Gobh. ; Kauś. ; ĀśvGṛ. iii, 8 ; AdbhBr. ; Mn. &amp;c. ( ifc. f( A ). , MBh. iii, 933 ) | Cattra n. an umbrella, Cāṇ. | a particular constellation, VarBṛ. xii, 8 ; Laghuj. x, 8 | ‘shelter (of pupils)’, a teacher (a meaning derived fr. CAttra ), Pāṇ. iv, 4, 62 ; Pat.			0.99	pilot; MW/Apte columns are inventory not sense-aligned
Cattra		1b	Name eines Grases ( s. ) RĀJAN. _im_ ŚKDR	RĀJANIRGHAṆṬA; ŚABDAKALPADRUMA (GILD. Bibl. 371).					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Cattra		1c	= 1,b: ŚKDR. u	ŚABDAKALPADRUMA (GILD. Bibl. 371).					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Cattra		2a	Anethum Sowa Roxb. AK. 2,4,3,23 . H. an. 2,421 . MED. r. 38 . RATNAM. 115	AMARAKOṢA nach der Ausgabe von COLEBROOK 2,4,3,23; HEMACANDRA'S ANEKĀRTHASAM̃GRAHA 2,421; MEDINĪKOṢA 38					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Cattra		2b	= ( ŚKDR. ) MED	ŚABDAKALPADRUMA (GILD. Bibl. 371).; MEDINĪKOṢA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Cattra		2c	Koriander AK. 2,9,37 . H. an. MED	AMARAKOṢA nach der Ausgabe von COLEBROOK 2,9,37; HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; MEDINĪKOṢA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Cattra		2d	N. einer Pflanze, welche in Kāśmīra wachsen soll, SUŚR. 2,170,2 . 171,12 . 173,7	SUŚRUTA 2,170,2; SUŚRUTA 2, 171,12; SUŚRUTA 2, 173,7					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Cattra		2e	Rubia Munjista ( ) Roxb. RĀJAN. _im_ ŚKDR	RĀJANIRGHAṆṬA; ŚABDAKALPADRUMA (GILD. Bibl. 371).					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Cattra		2f	Pilz AK. 2,4,5,32 . H. an. MED	AMARAKOṢA nach der Ausgabe von COLEBROOK 2,4,5,32; HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; MEDINĪKOṢA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Cattra		3a	Sonnenschirm AK. 2,8,1,32 . TRIK. 2,8,32 . H. 717 . H. an. MED. KĀTY. ŚR. 21,3,6	AMARAKOṢA nach der Ausgabe von COLEBROOK 2,8,1,32; TRIKĀṆḌAŚEṢA 2,8,32; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 717					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Cattra		3b	Bez. einer best. Constellation VARĀH. LAGHUJ. 10,8 . BṚH. 12,8	VARĀHAMIHIRA'S LAGHUJĀTAKA. [Cologne Add 10,8; ? [Cologne Addition] 12,8; Vaikhānasadharmasūtra, VaikhDhS, 1, 2, 5					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Cattra		3c	das Verhüllen der Fehler des Lehrers, eine zur Erkl. von Schüler erfundene Bed.	PĀṆINI'S acht Bücher grammatischer Regel 4,4,62					0.99	pilot; MW/Apte columns are inventory not sense-aligned
nivartana		1a	(zurücktretend) aufhörend, zu bestehen aufhörend: von Helden gesagt, die in ihre	MAHĀBHĀRATA 6,2427 → vulg 6.57.3; MAHĀBHĀRATA 7,1506 → vulg 7.34.25; MAHĀBHĀRATA 7, 7785 → vulg 7.173.10	mw:110360:1	ni-˚va/rtana mfn. causing to turn back, RV. | ni-˚va/rtana n. turning back, returning, turning the back i.e. retreating, fleeing, AV. ; MBh. &amp;c. ( mftyuM kftvA nivartanam , making retreat equivalent to death i.e. desisting from fighting only in death, MBh. vi ,… | ceasing, not happening or occurring, being prevented, MBh. ; Hariv. &amp;c. | desisting or abstaining from ( abl. ), MBh. ; BhP. | desisting from work, inactivity ( opp. to pra-vartana ), Kām. | causing to return, bringing back ( esp. the shooting off and bringing back of weapons), MBh. ; Kāv. | turning back (the hair), KātyŚr. | a means of returning, RV. ; AV. | averting or keeping back from ( abl. ), Vedāntas. | reforming, repenting, W. | a measure of land (20 rods or 200 cubits or 40,000 Hasta s square), Hcat.	ap90:17117:1	nivartana a. | 1 Causing to return. | 2 Turning back, ceasing. | — naM | 1 Returning, turning or coming back, return; iha hi patatAM nAstyAlaMbo na cApi nivartanaM Śānti. 3. 2. | 2 Not happening, ceasing. | 3 Desisting or abstaining from (with abl. ). | 4 Desisting from work, inactivity ( opp. pravartana ); Kām. 1. 28. | 5 Bringing back; Amaru. 84. | 6 Repenting, a desire to improve. | 7 A measure of land (20 rods). | 8 Keeping back from (with abl. ).	0.99	pilot; MW/Apte columns are inventory not sense-aligned
nivartana		1b	umkehren machend: ṚV. 10,19,8	ṚGVEDA. Es wird nach Maṇḍala 10,19,8					0.99	pilot; MW/Apte columns are inventory not sense-aligned
nivartana		2a	das Zurückgehen, Rückkehr, Umkehr: R. 6,92,4 . AV. 3,6,7 . MBH. 4,2129 . 13,5222	RĀMĀYAṆA. Ohne eine nähere Angabe ist be 6,92,4; ATHARVAVEDASAM̃HITĀ 3,6,7; MAHĀBHĀRATA 4,2129 → vulg 4.66.24					0.99	pilot; MW/Apte columns are inventory not sense-aligned
nivartana		2b	das Aufhören, Unterbleiben, Nichtgeschehen, Gehemmtwerden: MBH. 1,8388 . RĀJA-TA	MAHĀBHĀRATA 1,8388 → vulg 1.228.8; RĀJATARAṄGIṆĪ 4,318; MAHĀBHĀRATA 1,2177 → vulg 1.60.1					0.99	pilot; MW/Apte columns are inventory not sense-aligned
nivartana		2c	das Abstehen von, sich-Enthalten von; mit dem abl. : MBH. 5,1273 . 1,373 . BHĀG.	MAHĀBHĀRATA 5,1273 → vulg 5.36.14; MAHĀBHĀRATA 1,373 → vulg 1.2.144; BHĀGAVATAPURĀṆA 3,8,2					0.99	pilot; MW/Apte columns are inventory not sense-aligned
nivartana		2d	das Abstehen vom Handeln, Unthätigkeit; Gegens. KĀM. NĪTIS. 1,28	? [Cologne Addition] 1,28					0.99	pilot; MW/Apte columns are inventory not sense-aligned
nivartana		2e	das rückkehren-Machen, Zurückbringen: AMAR. 84 . das Abschiessen und Wiederzurüc	AMARUŚATAKA nach der Calc. Ausg. (GILD.  84; MAHĀBHĀRATA 1,5306 → vulg 1.132.55; MAHĀBHĀRATA 3,1655 → vulg 3.40.20					0.99	pilot; MW/Apte columns are inventory not sense-aligned
nivartana		2f	Mittel zur Rückkehr: ṚV. 3,9,2 . 10,19,8 . AV. 7,38,1	ṚGVEDA. Es wird nach Maṇḍala 3,9,2; ṚGVEDA. Es wird nach Maṇḍala 10,19,8; ATHARVAVEDASAM̃HITĀ 7,38,1					0.99	pilot; MW/Apte columns are inventory not sense-aligned
nivartana		2g	das Zurückschneiden (der Haare) KĀTY. ŚR. 15,8,28 (nach dem Schol. )	KĀTYĀYANA'S ŚRAUTASŪTRĀṆI. 26 Adhyāya. H 15,8,28					0.99	pilot; MW/Apte columns are inventory not sense-aligned
nivartana		2h	das Zurückbringen, Zurückhalten von ( abl. ): VEDĀNTAS. (Allah.) No. 12	A Lecture on the Vedánta 12					0.99	pilot; MW/Apte columns are inventory not sense-aligned
nivartana		2i	ein best. Flächenmaass, 40000 Quadrat- Hasta COLEBR. Alg. 2 . COLEBR. Misc. Ess.	Algebra 2; COLEBROOKE'S Miscellaneous Essays. 2 Bän 312; AMARAKOṢA nach der Ausgabe von COLEBROOK 3,4,18,122					0.99	pilot; MW/Apte columns are inventory not sense-aligned
nivartana		2k	das Niederkommen, zur-Erde-Kommen: KATHĀS. 104,32	KATHĀSARITSĀGARA 104,32					0.99	pilot; MW/Apte columns are inventory not sense-aligned
aDara		1a	der untere ( Gegens. ) AK. 3,4,191 . TRIK. 3,3,326 . H. 828 . an. 3,517 . MED. r	AMARAKOṢA nach der Ausgabe von COLEBROOK 3,4,191; TRIKĀṆḌAŚEṢA 3,3,326; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 828	mw:3971:1	a/Dara mfn. (connected with aDa/s ), lower, inferior, tending downwards | low, vile | worsted, silenced | a/Dara m. the lower lip, the lip | a/Dara n. the lower part; a reply; pudendum muliebre, L. | aDara [ Lat. inferus ].	ap90:906:1	aDara a. [ na Driyate; Df-ac, na . ta .] | 1 Lower ( opp. uttara ), ( lit. not held up); tending downwards; under, nether, downward; ˚vAsaH under garment Ki. 4. 38 ; cf. ˚aMbara Śi. 1. 6 ; ˚ozWa lower or nether lip, see below. (In this sense aDara partakes of th… | 2 Low, mean, vile; ˚uttaraM See below; lower in quality, inferior. | 3 Silenced, worsted, not able to speak; See hIna, hInavAdin . | 4 Previous, preceding; as in aDaredyuH , q. v. | — raH The nether (or sometimes the upper) lip; a lip in general; ˚patraM Ku. 5. 27 leaf-like lower lip; ( pb ) biMbADarAlaktakaH M. 3. 5 ; pakvabiMbADarozWI Me. 82 ; pibasi ratisarvasvamaDaraM Ś. 1. 24 ; 1. 21 , 3. 24 ;… | — rA The nadir; ( aDodiS ) or the southern direction. | — raM | 1 The lower part (of the body); pfzWavaMSADare trikaM Ak. | 2 Pudendum Muliebre (also m. ). | 3 Address, speech ( opp. uttara ); statement, sometimes used for reply also. | Comp. | — uttara a. | 1 higher and lower, inferior and superior, worse and better; rAjYaH samakzamevAvayoH ˚vyaktirBavizyati M. 1 ; vyatyaye karmaRAM sAmyaM pUrvavaccADarottaraM Y. 1. 96. | 2 former; prior and later; sooner and later; yaScADarottarAnarTAn vigItAnnAvabuDyate Ms. 8. 53. | 3 in a contrary way, topsy-turvy, upside down (the natural order of things being inverted); SrutaM BavadBiraDarottaraM Ś. 5 you have (certainly) learnt in a contrary way, i. e. to consider good as bad and vice versa ; i… | 4 nearer and further. | 5 question and answer. | — ozWaH the lower lip; aMgulisaMvfta˚ Ś. 3. 25 ; Me. 82. | — (zWaM) the lower and upper lip. | — kaMWaH the lower part of the neck. | — kAyaH [ aDaraM kAyasya ] the lower part of the body. | — pAnaM kissing, lit. drinking the lower lip. | — maDu, -amftaM the nectar of the lips. | — svastikaM the nadir.	0.99	pilot; MW/Apte columns are inventory not sense-aligned
aDara		1b	nach unten gekehrt: adj. ŚAT. BR. 1,3,3,10 . KĀTY. ŚR. 2,7,25	The ŚATAPATHABRĀHMAṆA in the Mādhyandina 1,3,3,10; KĀTYĀYANA'S ŚRAUTASŪTRĀṆI. 26 Adhyāya. H 2,7,25					0.99	pilot; MW/Apte columns are inventory not sense-aligned
aDara		1d	= H. an. 3,517 . MED. r. 106	HEMACANDRA'S ANEKĀRTHASAM̃GRAHA 3,517; MEDINĪKOṢA 106					0.99	pilot; MW/Apte columns are inventory not sense-aligned
aDara		1e	der Rede nicht mächtig ( ) H. 347 / e〉 zu vereinigen, die Bed. ist unterliegend	HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 347; HALĀYUDHA 2,209					0.99	pilot; MW/Apte columns are inventory not sense-aligned
aDara		2a	Unterlippe AK. 2,6,2,41 . ŚĀK. 102,10 ; vgl. und	AMARAKOṢA nach der Ausgabe von COLEBROOK 2,6,2,41; ŚĀKUNTALA 102,10					0.99	pilot; MW/Apte columns are inventory not sense-aligned
aDara		2b	Lippe TRIK. 3,3,326 . H. 581 . an. 3,517 . MED. r. 106 . ŚĀK. 22 . 147 . 20 . 72	TRIKĀṆḌAŚEṢA 3,3,326; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 581; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 3,517					0.99	pilot; MW/Apte columns are inventory not sense-aligned
aDara		2c	pudendum muliebre TRIK. 2,6,22 . m.n. ŚABDAR. _im_ ŚKDR	TRIKĀṆḌAŚEṢA 2,6,22; ŚABDARATNĀVALĪ; ŚABDAKALPADRUMA (GILD. Bibl. 371).					0.99	pilot; MW/Apte columns are inventory not sense-aligned
aDara		3	f. (mit Ergänzung von ) Nadir ( ) ŚKDR	ŚABDAKALPADRUMA (GILD. Bibl. 371).					0.99	pilot; MW/Apte columns are inventory not sense-aligned
aDara		4a	der untere Theil: AK. 2,6,2,27	AMARAKOṢA nach der Ausgabe von COLEBROOK 2,6,2,27					0.99	pilot; MW/Apte columns are inventory not sense-aligned
tUla		1	n. Rispe, Wedel, Büschel am Grashalm, Schilf u. s. w. KĀṬH. 34,3 . PAÑCAV. BR. 9	KĀṬHAKA-Recension des YĀJ. V. 34,3; PAÑCAVIṂŚABRĀHMAṆA. 9,5; ĀŚVALĀYANA'S GṚHYASŪTRĀṆI in 4 Adhyāya.  3,2	mw:86446:1	tU/la n. a tuft of grass or reeds, panicle of a flower or plant, AV. xix, 32, 3 ; Kāṭh. ; TāṇḍyaBr. ; ChUp. ( IzIkA- ), Kauś. ; Āp. ; Pāṇ. vi, 2, 121 ( ifc. ind. ) | a pencil, Divyāv. v. xxxvi | = tUta , L. | air, L. | tU/la m. the thorn-apple, Npr. | tU/la n. ( m. , L. ) cotton, MBh. ; R. &amp;c. | tU/la cf. a/pa- , indra- , udak- , prAk- , Basma- , SaRa- , sa- , haMsa-			0.99	pilot; MW/Apte columns are inventory not sense-aligned
tUla		2	Baumwolle, m. AK. 2,9,106 . TRIK. 2,10,11 . SIDDH. K. 250,b,7 . n. TRIK. 3,3,394	AMARAKOṢA nach der Ausgabe von COLEBROOK 2,9,106; TRIKĀṆḌAŚEṢA 2,10,11; SIDDHĀNTAKAUMUDĪ 250,b,7					0.99	pilot; MW/Apte columns are inventory not sense-aligned
tUla		3	n. Maulbeerbaum AK. 2,4,2,22 . TRIK. 3,3,294 . H. an. MED	AMARAKOṢA nach der Ausgabe von COLEBROOK 2,4,2,22; TRIKĀṆḌAŚEṢA 3,3,294; HEMACANDRA'S ANEKĀRTHASAM̃GRAHA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
tUla		4	Stechapfel NIGH. PR	NIGHAṆṬA PRAKĀŚA von BĀPŪ GAṄGĀDHARA. Bo					0.99	pilot; MW/Apte columns are inventory not sense-aligned
tUla		5	n. Luft H. an. MED	HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; MEDINĪKOṢA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
tUla		6a	die Baumwollenstaude RĀJAN. _im_ ŚKDR	RĀJANIRGHAṆṬA; ŚABDAKALPADRUMA (GILD. Bibl. 371).					0.99	pilot; MW/Apte columns are inventory not sense-aligned
tUla		6b	Docht (aus Baumwolle) ŚABDAR. _im_ ŚKDR	ŚABDARATNĀVALĪ; ŚABDAKALPADRUMA (GILD. Bibl. 371).					0.99	pilot; MW/Apte columns are inventory not sense-aligned
tUla		7a	Baumwolle; s. u. 2 / a〉 = eine mit Baumwolle gestopfte Matratze Spr. (II) 2614	Indische Sprüche. Sanskrit und Deutsch.  2614					0.99	pilot; MW/Apte columns are inventory not sense-aligned
tUla		7b	Docht ŚABDAR. _im_ ŚKDR	ŚABDARATNĀVALĪ; ŚABDAKALPADRUMA (GILD. Bibl. 371).					0.99	pilot; MW/Apte columns are inventory not sense-aligned
tUla		7c	Pinsel ( vgl. ) UJJVAL. _zu_ UṆĀDIS. 4,119 . BHAR. _zu_ AK. ŚKDR	? [Cologne Addition]; ? [Cologne Addition] 4,119; BHARATA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
tUla		7d	die Indigopflanze ŚABDAR. — Vgl	ŚABDARATNĀVALĪ					0.99	pilot; MW/Apte columns are inventory not sense-aligned
tUla		7e	eine mit Baumwolle gefüllte Matratze: WEBER, RĀMAT. UP. 323,2 . 3 . — Vgl	? [Cologne Addition] 323,2; ? [Cologne Addition] 323, 3					0.99	pilot; MW/Apte columns are inventory not sense-aligned
banDura		1a	reizend, lieblich, schön TRIK. 3,1,13 . 3,364 . H. 1444 . an. 3,580 . MED. r. 19	TRIKĀṆḌAŚEṢA 3,1,13; TRIKĀṆḌAŚEṢA 3, 3,364; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 1444	mw:142786:1	1. banDura mf( A )n. ( Uṇ. i, 42 , Sch. ; cf. Vām. v, 2, 42 ) bent, inclined, Kāv. ; Pañcat. | curved, rounded, pleasant, beautiful, charming, Inscr. ; Kālid. ; Caurap. | ( ifc. ) adorned with, Kād. | undulating, uneven, L. | deaf, L. ( cf. baDira ) | injurious, mischievous, W. | banDura m. (only L. ) a bird | a goose | Ardea Nivea | Pentapetes Phoenicea | Embelia Ribes | a partic. bulbous plant growing on the Hima-vat mountain, L. | oil-cake | the vulva, L. | banDura n. a diadem, crest, L. | 2. ba/nDura n. (for 1. See above) = vanDura , VS. ; AV. ; MBh. (B.)			0.99	pilot; MW/Apte columns are inventory not sense-aligned
banDura		1b	geneigt, gesenkt TRIK. 3,3,364 . H. an. MED. HALĀY. 4,75 . RANTID. KUMĀRAS. 1,43	TRIKĀṆḌAŚEṢA 3,3,364; HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; MEDINĪKOṢA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
banDura		1c	= wellenförmig AK. 3,2,19 . H. 1468 . Möglicher Weise sind zwei Bedd. gemeint: (	AMARAKOṢA nach der Ausgabe von COLEBROOK 3,2,19; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 1468					0.99	pilot; MW/Apte columns are inventory not sense-aligned
banDura		1d	taub MED	MEDINĪKOṢA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
banDura		2a	Gans H. an. MED. Ardea nivea ŚABDAR. _im_ ŚKDR	HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; MEDINĪKOṢA; ŚABDARATNĀVALĪ					0.99	pilot; MW/Apte columns are inventory not sense-aligned
banDura		2b	Bez. verschiedener Pflanzen: Pentapetes phoenicea H. an. MED. = ( Vogel ŚABDAR.	HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; MEDINĪKOṢA; ŚABDARATNĀVALĪ					0.99	pilot; MW/Apte columns are inventory not sense-aligned
banDura		2c	Oelkuchen MED	MEDINĪKOṢA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
banDura		2d	vulva ( ŚKDR. st. der gedr. Ausg. ) MED	ŚABDAKALPADRUMA (GILD. Bibl. 371).; MEDINĪKOṢA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
banDura		3a	Hure H. an. MED	HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; MEDINĪKOṢA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
banDura		3b	pl. Mehl ( ) MED	MEDINĪKOṢA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
banDura		4	n. Diadem MED. — Vgl	MEDINĪKOṢA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
karavIra		1a	wohlriechender Oleander, Nerium odorum Ait. AK. 2,4,2,57 . H. 1137 . an. 4,244 .	AMARAKOṢA nach der Ausgabe von COLEBROOK 2,4,2,57; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 1137; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 4,244	mw:44166:1	kara—vIra m. Oleander ( Nerium Odorum ), MBh. ; Suśr. ; Mṛcch. ; VarBṛS. | a species of Soma , Suśr. ii, 164, 15 | a sword, L. | a particular spell (for recovering a missile of mystic properties after its discharge), R. | the thumb | a cemetery, L. | N. of a Nāga , MBh. i, 1557 | of a Daitya , L. | of a town on the river Veṇvā (founded by Padma-varṇa ), Hariv. 5230 ( cf. kara-vIra-pura below) | of a town on the river Dṛṣadvatī (the residence of Candraśekhara ), KapS. | of a mountain, BhP. | kara—vIra n. the flower of Oleander, L. | kara-vIra See p. 253, col. 3 .			0.99	pilot; MW/Apte columns are inventory not sense-aligned
karavIra		1b	N. einer der verschied. Arten von Soma , welche SUŚR. 2,164,15 aufgezählt werden	SUŚRUTA 2,164,15					0.99	pilot; MW/Apte columns are inventory not sense-aligned
karavIra		1c	Schwert H. an. MED. Vgl	HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; MEDINĪKOṢA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
karavIra		1d	Bez. eines Zauberspruchs oder Zaubermittels (um eine abgeschossene Waffe wieder	RĀMĀYAṆA. Ohne eine nähere Angabe ist be 1,30,7					0.99	pilot; MW/Apte columns are inventory not sense-aligned
karavIra		1e	Gottesacker H. 989	HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 989					0.99	pilot; MW/Apte columns are inventory not sense-aligned
